課程名稱,上課地點,開放報名,開課日期,性質,職業分類
多軸機械手臂開發應用實務培訓班第01期,臺中市大里區工業路11號,2022/08/13,2022/11/08,在職,建築與工程
平面設計基礎應用班第01期,臺中市南區興大路145號,2022/08/13,2022/09/13,在職,科技與資訊技術
多元天然染製技能應用班第01期,臺中市南屯區大墩路693號7樓,2022/08/13,2022/09/13,在職,藝術與設計
美甲繪畫技法與素材變化應用班第01期,臺中市西區五權路1-67號5樓,2022/08/12,2022/09/12,在職,藝術與設計
4099 基礎西點蛋糕A第01期,臺中市,2022/08/12,2022/10/04,在職,餐飲業
4100 基礎西點蛋糕B第01期,臺中市,2022/08/12,2022/10/05,在職,餐飲業
4101手做西點蛋糕班(中階)第01期,臺中市,2022/08/12,2022/10/06,在職,餐飲業
創意氣球與說演故事班第01期,臺中市北區尚德街48號,2022/08/11,2022/09/11,在職,藝術與設計
綠能公寓大廈事務人員班第02期,臺中市北屯區昌平路１段95-8號5樓之1,2022/08/11,2022/10/11,在職,行政與管理
4103 珠寶手繪表現技法第02期,臺中市,2022/08/11,2022/10/17,在職,藝術與設計
前端工程師就業養成班,臺中市南屯區黎明路二段658號(中華電信學院),2022/08/11,2022/10/17,青年,建築與工程
TTQS企業機構版指標課程班第01期,臺中市南區興大路145號,2022/08/08,2022/09/08,在職,行政與管理
精密機械(臺中) 第6期,臺中市,2022/08/08,2022/10/17,職前,行政與管理
CNC數控(臺中) 第5期,臺中市,2022/08/08,2022/10/17,職前,科技與資訊技術
雲端技術應用實務(臺中) 第2期,臺中市,2022/08/08,2022/10/17,職前,科技與資訊技術
營建工程管理實務(臺中) 第2期,臺中市,2022/08/08,2022/10/17,職前,行政與管理
水電技術班(臺中) 第2期,臺中市,2022/08/08,2022/10/17,職前,行政與管理
跨域Java軟體工程師就業養成班,臺中市南屯區公益路二段51號(國泰公益大樓內),2022/08/08,2022/10/12,青年,建築與工程
創新應用全端網站開發工程師養成班,臺中市南屯區公益路二段51號(國泰公益大樓內),2022/08/08,2022/12/21,青年,建築與工程
跨域Java軟體工程師就業養成班,臺中市南屯區台中市黎明路二段658號(中華電信學院),2022/08/08,2022/12/23,青年,建築與工程
前端工程師就業養成班,臺中市南屯區台中市黎明路二段658號(中華電信學院),2022/08/08,2022/12/28,青年,建築與工程
創新應用全端網站開發工程師養成班,臺中市西區台灣大道二段309號2樓,2022/08/08,2022/09/26,青年,建築與工程
智慧應用微軟C#工程師就業養成班,臺中市西區台灣大道二段309號2樓,2022/08/08,2022/09/19,青年,建築與工程
移地訓練-視傳設計實務 第02期,臺中市,2022/08/08,2022/10/11,職前,行政與管理
中餐烹調訓練班 第01期,臺中市,2022/08/08,2022/09/16,職前,餐飲業
4102 雲端虛擬化系統建置管理第01期,臺中市,2022/08/08,2022/10/04,在職,行政與管理
家事管理人員培訓班 第-期,臺中市,2022/08/08,2022/09/26,職前,行政與管理
財務報表分析班第02期,臺中市北區錦平街40號,2022/08/07,2022/09/07,在職,行政與管理
不動產經紀人實務班第01期,臺中市北區中清路１段370號5樓之1,2022/08/07,2022/09/07,在職,行政與管理
Python程式語言入門班第01期,臺中市南區興大路145號,2022/08/07,2022/09/07,在職,科技與資訊技術
生活日文進階I班第01期,臺中市東區仁和路362號,2022/08/07,2022/09/07,在職,藝術與設計
Google雲端應用實務班第01期,臺中市南區興大路145號(國立中興大學綜合教學大樓11樓1103電腦教室),2022/08/07,2022/09/07,在職,科技與資訊技術
WORD專業文件排版學士學分班第01期,臺中市南區興大路145號,2022/08/07,2022/09/07,在職,建築與工程
皮雕與皮夾打版製作班第01期,臺中市北屯區興安路一段92號,2022/08/06,2022/09/06,在職,藝術與設計
網路社群Line@數位行銷應用實務班第01期,臺中市西區民權路189號二樓,2022/08/06,2022/09/06,在職,科技與資訊技術
農地開發利用與分割處理實務班第01期,臺中市北區中清路１段369號11樓-1,2022/08/06,2022/09/06,在職,行政與管理
Python物聯網與通訊技術整合開發實作班第01期,臺中市西屯區工業區三十八路189號,2022/08/06,2022/12/13,在職,科技與資訊技術
區域暨國土計畫法及用地變更實務班第01期,臺中市中區平等街1號8樓,2022/08/05,2022/09/05,在職,行政與管理
藝術彩妝設計班第01期,臺中市北屯區天津路３段32-4號7樓,2022/08/05,2022/09/05,在職,藝術與設計
稅務實務班第01期,臺中市中區中山路27號8樓,2022/08/05,2022/09/05,在職,行政與管理
爵士鼓班第01期,臺中市南屯區大墩6街161號3樓,2022/08/05,2022/09/05,在職,科技與資訊技術
日文實用文法奠定班第01期,臺中市南屯區大墩十二街292號3樓,2022/08/05,2022/08/27,在職,科技與資訊技術
人資勞動法令實務應用訓練班第02期,臺中市豐原區東仁街138號6樓,2022/08/05,2022/08/27,在職,行政與管理
專業美容護膚實務與經營班第01期,臺中市中區平等街1號3樓,2022/08/05,2022/09/05,在職,行政與管理
雲端Google數位辦公室應用整合實務班第01期,臺中市中區中山路27號6樓(A01電腦教室),2022/08/05,2022/09/05,在職,科技與資訊技術
永續發展報告與永續管理碩士學分班第01期,臺中市南屯區黎明路二段658號,2022/08/05,2022/08/27,在職,行政與管理
Excel進階技巧與專業應用實務學士學分班第01期,臺中市南區興大路145號(國立中興大學綜合教學大樓11樓1103電腦教室),2022/08/05,2022/09/05,在職,行政與管理
勞動法令實務與人力仲介就業服務人員管理班第02期,臺中市北屯區大連路３段16號6樓之1,2022/08/05,2022/09/05,在職,行政與管理
國際貿易培訓班 第-期,臺中市,2022/08/05,2022/09/16,職前,行政與管理
褶線層次設計款上衣與荷葉裙精工縫製班第01期,臺中市南屯區大墩路693號7樓,2022/08/04,2022/09/04,在職,藝術與設計
不動產買賣實務班第01期,臺中市南屯區大墩十二街292號3樓,2022/08/04,2022/09/04,在職,行政與管理
多功能夾層媽媽後背包與工業針車實作班第01期,臺中市西屯區工業區八路11號,2022/08/04,2022/09/04,在職,藝術與設計
業務銷售與行銷管理實務班第01期,臺中市西屯區工業區三十八路189號,2022/08/04,2022/09/17,在職,行政與管理
時尚皮革創作手縫班第01期,臺中市中區大誠街78號1樓,2022/08/04,2022/09/03,在職,藝術與設計
婚慶花藝及會場設計班第07期,臺中市南屯區東興路１段450號,2022/08/04,2022/09/03,在職,藝術與設計
香氛蠟藝實務班第01期,臺中市西區大和路24號3樓,2022/08/04,2022/09/03,在職,藝術與設計
不動產經紀人專業法令訓練班第01期,臺中市北區忠明路424號9樓,2022/08/04,2022/08/27,在職,行政與管理
時尚皮革進階班第01期,臺中市東區仁和路362號,2022/08/04,2022/08/28,在職,藝術與設計
翻模技術應用班第02期,臺中市西區五權路1-67號5樓,2022/08/04,2022/09/04,在職,科技與資訊技術
電商數位行銷培訓班 第01期,臺中市,2022/08/04,2022/09/19,職前,行政與管理
情境英文開口說會話基礎班第01期,臺中市南屯區大墩路693號7樓,2022/08/03,2022/09/03,在職,藝術與設計
銀髮生活空間規劃管理實務班第01期,臺中市中區綠川西街145號2樓台中跨境示範基地交流航廈A001教室,2022/08/03,2022/09/03,在職,行政與管理
Power BI 商業數據分析實作班第01期,臺中市南屯區豐富路299巷25-1號2樓,2022/08/03,2022/12/24,在職,科技與資訊技術
藝術美甲凝膠彩繪雕塑進階班第01期,臺中市西屯區重慶路99號6樓之1(財訊金融大樓),2022/08/03,2022/08/27,在職,藝術與設計
網路規劃與資安管理技術人員學士學分班第02期,臺中市沙鹿區臺灣大道７段200號,2022/08/03,2022/09/17,在職,行政與管理
手機拍攝商品微廣告行銷班第01期,臺中市西屯區天保街60號,2022/08/03,2022/09/03,在職,科技與資訊技術
新多益題型解析與應考技巧班第01期,臺中市南區興大路145號,2022/08/03,2022/09/03,在職,行政與管理
老屋翻修工程預算實務班第01期,臺中市西區五權路1-67號,2022/08/03,2022/09/03,在職,行政與管理
企業有效成本管控設計介紹班第01期,臺中市西區中興街183號9樓之2,2022/08/03,2022/08/27,在職,行政與管理
機械錶維修技術專業班第01期,臺中市西屯區大恩街1號3樓之2,2022/08/03,2022/08/27,在職,行政與管理
冷凍空調安裝清洗人員培訓班第01期,臺中市北屯區興安路１段92號,2022/08/03,2022/09/03,在職,行政與管理
共有土地處分實務班第02期,臺中市中區三民路２段46號5樓之2,2022/08/03,2022/09/03,在職,行政與管理
韓文基礎發音班第01期,臺中市北區學士路91號,2022/08/03,2022/09/03,在職,科技與資訊技術
物業管理專業人才培訓班(三) 第01期,臺中市,2022/08/03,2022/10/06,職前,行政與管理
初階日語班第01期,臺中市西屯區工業區一路70號8樓,2022/08/02,2022/09/02,在職,科技與資訊技術
中餐烹調進階班第02期,臺中市南屯區大墩路25號,2022/08/02,2022/08/22,在職,餐飲業
手縫皮革初階班第01期,臺中市東區仁和路362號,2022/08/02,2022/08/23,在職,藝術與設計
拼布美學進階班第01期,臺中市東區仁和路362號,2022/08/02,2022/08/22,在職,藝術與設計
易經六十四卦應用班第01期,臺中市中區平等街1號,2022/08/01,2022/09/01,在職,科技與資訊技術
時尚剪髮染髮造型進階班第01期,臺中市中區平等街1號5樓,2022/08/01,2022/09/01,在職,藝術與設計
ISO9001內稽人員與AIAG-VDA FMEA演練訓練班第02期,臺中市大雅區中科路6號7樓,2022/08/01,2022/09/01,在職,藝術與設計
金融投資理財技術分析實務班第01期,臺中市西區民權路189號2樓,2022/08/01,2022/08/21,在職,行政與管理
職場新多益英文閱讀班第01期,臺中市中區綠川西街145號2樓,2022/08/01,2022/08/21,在職,科技與資訊技術
個人財務規劃-金融商品分析與實務班第04期,臺中市北區錦平街40號,2022/08/01,2022/09/01,在職,行政與管理
大數據行銷管理實務班第01期,臺中市南區興大路145號,2022/08/01,2022/09/15,在職,行政與管理
微電商國際行銷整合班,臺中市中區綠川西街145號2樓,2022/08/01,2022/12/27,青年,行政與管理
ESG企業永續發展管理師培訓班,臺中市西屯區工業39路59號,2022/08/01,2022/09/12,青年,行政與管理
微電商國際行銷整合班,臺中市中區綠川西街145號2樓,2022/08/01,2022/11/22,青年,行政與管理
數位繪本創作專業人員培訓班,臺中市西區台中市民生路227號,2022/08/01,2022/11/28,青年,建築與工程
國際商務溝通專業人員培訓班,臺中市西區向上路一段六號,2022/08/01,2022/12/19,青年,行政與管理
數位繪本創作專業人員培訓班-第二期,臺中市西區台中市民生路227號,2022/08/01,2022/10/31,青年,建築與工程
自行車研發設計人才養成班,臺中市大雅區中科路6號,2022/08/01,2022/12/20,青年,建築與工程
4063 可程式控制初級班第01期,臺中市,2022/08/01,2022/09/17,在職,科技與資訊技術
油壓控制迴路設計訓練班第01期,臺中市西屯區工業區三十八路189號,2022/07/31,2022/10/19,在職,藝術與設計
水上摩托車搜救支援人員操作班第02期,臺中市烏日區中山路１段2-1號,2022/07/31,2022/08/20,在職,行政與管理
Sketch Up 室內設計3D繪圖實務班第02期,臺中市中區中山路27號6樓,2022/07/31,2022/08/20,在職,藝術與設計
精緻午茶烘焙實作班第02期,臺中市南屯區大墩路25號2樓,2022/07/31,2022/08/18,在職,餐飲業
套房裝修與租賃管理實務班第01期,臺中市西區民權路189號2樓,2022/07/31,2022/08/31,在職,行政與管理
不動產經紀人土地法土地稅法與不動產估價班第01期,臺中市大里區大明路393號7樓,2022/07/30,2022/08/30,在職,行政與管理
無障礙女上衣褲子製作修改班第01期,臺中市東區雙十路１段4-33號8樓之3,2022/07/30,2022/08/30,在職,科技與資訊技術
中餐烹調訓練班第02期,臺中市南屯區大墩路25號,2022/07/30,2022/08/30,在職,餐飲業
品牌網路行銷經營策略班第01期,臺中市中區綠川里中山路27號6樓,2022/07/30,2022/08/30,在職,行政與管理
美容凝膠指甲技術指導員進階應用班第01期,臺中市北屯區天津路３段32-4號7樓,2022/07/30,2022/08/30,在職,藝術與設計
PLC智慧感測通訊結合MQTT應用實務班第01期,臺中市西屯區工業區三十八路189號,2022/07/30,2022/10/21,在職,科技與資訊技術
堆高機操作人員訓練班第01期,臺中市北區崇德路１段629號4樓之3,2022/07/30,2022/09/14,在職,行政與管理
BIM建築實務應用班第一梯次,臺中市西區台灣大道二段536號12樓,2022/07/30,2022/10/18,青年,藝術與設計
TTQS企業機構版指標課程班第06期,臺中市北屯區大連路３段10號4樓之1,2022/07/29,2022/08/29,在職,行政與管理
可程式控制應用實務班第01期,臺中市西屯區工業區三十八路189號,2022/07/29,2022/12/07,在職,科技與資訊技術
旗袍製作修改進階班第01期,臺中市東區雙十路１段4-33號8樓之3,2022/07/29,2022/08/29,在職,藝術與設計
美甲雙色立體雕塑噴槍彩繪進階班第01期,臺中市西屯區重慶路99號6樓之1(財訊金融大樓),2022/07/29,2022/09/12,在職,藝術與設計
多益暨國際文化商用會話英文實務班第01期,臺中市西區臺灣大道２段2號13樓之1,2022/07/29,2022/08/29,在職,行政與管理
聲音表達與表演訓練班第02期,臺中市西區向上路１段6號,2022/07/29,2022/08/29,在職,行政與管理
姓名屬性分析與人脈關係經營運用班第05期,臺中市西區大和路24號六樓之一,2022/07/29,2022/08/29,在職,行政與管理
食品烘焙技術實務培訓班 第01期,臺中市,2022/07/29,2022/09/12,職前,餐飲業
韓語日常會話實務班第01期,臺中市南屯區大墩十二街292號3樓,2022/07/28,2022/08/28,在職,藝術與設計
Python程式設計與應用基礎班第01期,臺中市西屯區工業區三十八路189號,2022/07/28,2022/10/29,在職,科技與資訊技術
易經釋卦與職場經營智慧運用班第04期,臺中市西區大和路24號六樓之一,2022/07/28,2022/08/28,在職,行政與管理
商業平面設計初階班第01期,臺中市中區中山路27號6樓,2022/07/28,2022/08/28,在職,藝術與設計
就業服務人力仲介職能與法令訓練班第01期,臺中市北區忠明路424號9樓,2022/07/28,2022/08/28,在職,行政與管理
男襯衫西褲製作高級班第01期,臺中市東區雙十路１段4-33號8樓之3,2022/07/28,2022/08/28,在職,藝術與設計
數位化會展設計人才培訓班 第01期,臺中市,2022/07/28,2022/10/05,職前,藝術與設計
4098 DIY汽車美容鍍膜班第01期,臺中市,2022/07/28,2022/09/05,在職,科技與資訊技術
電動自行車機構與電路設計維修 第-期,臺中市,2022/07/28,2022/09/27,職前,建築與工程
時尚縫紉暨袋物打版製作人才培訓班 第-期,臺中市,2022/07/27,2022/09/21,職前,藝術與設計
咖啡烘焙杯測製作入門班第07期,臺中市北屯區大連路３段10號4樓之1,2022/07/27,2022/08/27,在職,餐飲業
Python資料科學應用班第01期,臺中市西屯區工業區三十八路189號,2022/07/27,2022/10/22,在職,科技與資訊技術
綠能公寓大廈事務人員班第01期,臺中市北屯區昌平路１段95-8號5樓之1,2022/07/27,2022/09/15,在職,行政與管理
銀髮族健康保健管理實務班第01期,臺中市中區中山路27號6樓,2022/07/27,2022/09/17,在職,行政與管理
不動產經紀人實務班第01期,臺中市中區平等街1號8樓,2022/07/27,2022/08/13,在職,行政與管理
AI運算與裝置端應用實務班第02期,臺中市南區興大路145號,2022/07/27,2022/09/17,在職,科技與資訊技術
電腦繪圖暨3D建模實作班 第-期,臺中市,2022/07/27,2022/08/24,職前,科技與資訊技術
水晶及二氧化矽寶石鑑識與飾品製作班第01期,臺中市中區平等街一號2樓,2022/07/26,2022/08/07,在職,科技與資訊技術
金工線拍耳環製作班第01期,臺中市中區平等街一號2樓,2022/07/26,2022/08/07,在職,藝術與設計
建築物室內設計手繪實務班第02期,臺中市豐原區中山路442號3樓,2022/07/26,2022/08/14,在職,建築與工程
建築物室內裝修工程管理基礎訓練班第02期,臺中市豐原區中山路442號3樓,2022/07/26,2022/08/14,在職,行政與管理
室內裝修工程識圖與估價初階班第02期,臺中市中區中山路27號6樓,2022/07/26,2022/08/13,在職,行政與管理
飛機修護班第01期,臺中市清水區中航路三段1號(嘉陽高中)實習大樓1F飛航教室,2022/07/26,2022/08/07,在職,行政與管理
傳統整復推拿初級技術員課程(刮痧與拔罐)班第01期,臺中市西區大和路24號3樓,2022/07/26,2022/08/07,在職,行政與管理
前端網頁設計人才培訓班 第-期,臺中市,2022/07/26,2022/09/14,職前,科技與資訊技術
數位多媒體行銷設計培訓班 第-期,臺中市,2022/07/26,2022/09/07,職前,科技與資訊技術
食品烘焙班(臺中) 第03期,臺中市,2022/07/26,2022/09/12,職前,餐飲業
精準說話表達技巧訓練班第01期,臺中市北屯區大連路３段10號4樓之1,2022/07/25,2022/08/25,在職,行政與管理
清潔製品與香氛商品翻製進階班第02期,臺中市西區民權路189號2樓,2022/07/25,2022/09/01,在職,藝術與設計
TTQS企業機構版指標課程班第01期,臺中市西屯區工業區三十九路59號,2022/07/25,2022/08/24,在職,行政與管理
傳統整復推拿初級技術員職能基準單元課程班第01期,臺中市西區大和路24號3樓,2022/07/25,2022/08/05,在職,行政與管理
手機拍攝商品社群行銷班第01期,臺中市中區平等街一號2樓,2022/07/25,2022/08/06,在職,科技與資訊技術
金工錫雕班第01期,臺中市中區平等街一號2樓,2022/07/25,2022/08/06,在職,藝術與設計
美學花卉植栽設計班第07期,臺中市西區大和路24號3樓,2022/07/25,2022/08/24,在職,藝術與設計
美甲凝膠彩繪貼鑽技能實務班第01期,臺中市西屯區重慶路99號6樓之1(財訊金融大樓),2022/07/25,2022/08/23,在職,藝術與設計
區塊鏈應用與技術入門班第01期,臺中市南區興大路145號,2022/07/24,2022/08/24,在職,科技與資訊技術
餐飲暨網路行銷訓練班 第-期,臺中市,2022/07/22,2022/10/14,職前,行政與管理
全方位數位行銷人才培訓班 第-期,臺中市,2022/07/22,2022/09/29,職前,科技與資訊技術
智能科技產品設計與物聯網應用班 第-期,臺中市,2022/07/22,2022/09/22,職前,科技與資訊技術
AI 機器學習與大數據應用分析Python / R 雙語言初階班第01期,臺中市西屯區臺灣大道４段1727號,2022/07/20,2022/08/20,在職,科技與資訊技術
中西餐製作與餐飲管理服務人員培訓班 第-期,臺中市,2022/07/19,2022/08/29,職前,行政與管理
泥水砌磚技術班(臺中) 第01期,臺中市,2022/07/18,2022/09/12,職前,建築與工程
網頁實務應用(臺中) 第2期,臺中市,2022/07/18,2022/10/11,職前,科技與資訊技術
4074 用電腦輔助立體製圖學習NX建模與工程圖C班第01期,臺中市,2022/07/18,2022/09/27,在職,科技與資訊技術
4062 飾品製作基礎(三)班第01期,臺中市,2022/07/18,2022/09/17,在職,藝術與設計
4059 3DInventor與3D實體列印C班第01期,臺中市,2022/07/18,2022/09/05,在職,科技與資訊技術
4060 物聯網感測器基礎應用班第01期,臺中市,2022/07/18,2022/09/17,在職,科技與資訊技術
4057油電複合動力車檢修基礎技術B班第01期,臺中市,2022/07/18,2022/09/03,在職,建築與工程
數據流程自動化智能應用班第01期,臺中市南區興大路145號,2022/07/15,2022/08/15,在職,科技與資訊技術
照顧服務員訓練自訓自用班(清水永錡)二期 第-期,臺中市,2022/07/15,2022/09/12,職前,行政與管理
雲端運算與數位轉型培訓班,臺中市西屯區文華路100號,2022/07/15,2022/11/28,青年,科技與資訊技術
AI雲端應用與大數據職場行銷班第01期,臺中市西屯區臺灣大道四段1727號,2022/07/14,2022/09/18,在職,科技與資訊技術
Python 網路爬文與數據處理AI應用班第01期,臺中市西屯區臺灣大道４段1727號,2022/07/14,2022/08/14,在職,科技與資訊技術
太陽能光電工程-施工計畫書撰寫及工程管理技能養成班第01期,臺中市西屯區臺灣大道４段1727號,2022/07/14,2022/08/14,在職,行政與管理
專業團隊造型設計人才培訓班 第-期,臺中市,2022/07/14,2022/09/05,職前,建築與工程
文創產業視覺影音設計養成班 第-期,臺中市,2022/07/14,2022/08/09,職前,藝術與設計
銀髮世代車縫染製就業技能培訓班(高齡者專班) 第--期,臺中市,2022/07/14,2022/10/19,職前,建築與工程
4097 三菱可程式控制進階班第01期,臺中市,2022/07/14,2022/09/17,在職,科技與資訊技術
電腦網路工程實務(臺中) 第4期,臺中市,2022/07/11,2022/09/26,職前,科技與資訊技術
珠寶行銷創意廣告設計班(臺中) 第1期,臺中市,2022/07/11,2022/09/26,職前,藝術與設計
CNC數控(臺中) 第04期,臺中市,2022/07/11,2022/09/26,職前,科技與資訊技術
產品設計與塑模製造(CAD/CAM)(臺中) 第1期,臺中市,2022/07/11,2022/10/11,職前,科技與資訊技術
咖啡職人與咖啡館新型態飲品班 第-期,臺中市,2022/07/11,2022/10/04,職前,藝術與設計
企業大數據分析與產業智慧基礎班第01期,臺中市西屯區工業區三十八路189號,2022/07/07,2022/08/07,在職,行政與管理
太陽光電系統維運基礎班第01期,臺中市沙鹿區臺灣大道６段1018號J棟B1,2022/07/06,2022/08/06,在職,行政與管理
亞馬遜跨境電商平台經營實務班第01期,臺中市西屯區科園路21號,2022/07/06,2022/08/06,在職,科技與資訊技術
移地訓練-網路行銷 第02期,臺中市,2022/07/06,2022/09/12,職前,行政與管理
4096室內配線班(進階)第01期,臺中市,2022/07/06,2022/08/16,在職,行政與管理
4095 AutoCAD工業製圖與常用公差識別第01期,臺中市,2022/07/05,2022/08/20,在職,科技與資訊技術
4056一般手工電銲基礎技術班第01期,臺中市,2022/07/04,2022/08/31,在職,建築與工程
GA及GA4網站行銷分析實務班第01期,臺中市西屯區文華路100號,2022/07/02,2022/08/02,在職,科技與資訊技術
Zbrush數位3D文創商品雕塑班第01期,臺中市北區崇德路１段579號10樓之1,2022/07/02,2022/10/11,在職,藝術與設計
機械零件設計暨機構組合實務班 第-期,臺中市,2022/07/02,2022/09/07,職前,藝術與設計
豐盛照顧服務員訓練專班第2期-職前班 第-期,臺中市,2022/07/01,2022/10/26,職前,行政與管理
自行車產業新進品管人員培訓班 第01期,臺中市,2022/07/01,2022/08/19,職前,行政與管理
食品烘焙暨咖啡調製訓練班 第01期,臺中市,2022/07/01,2022/09/14,職前,餐飲業
機械設計技術實務操作養成班,臺中市南屯區嶺東路1號,2022/07/01,2022/11/01,青年,行政與管理
室內設計人才培訓班 第-期,臺中市,2022/07/01,2022/10/21,職前,建築與工程
自媒體行銷與網路平台經營實務班 第01期,臺中市,2022/07/01,2022/09/28,職前,科技與資訊技術
產業新鮮人人工智慧養成班,臺中市西屯區文華路100號,2022/06/30,2022/12/13,青年,科技與資訊技術
GOOGLE數位行銷與商業攝影視覺影音設計培訓班,臺中市西屯區文華路100號,2022/06/30,2022/12/29,青年,科技與資訊技術
全端開發與 App 設計工程師養成班,臺中市西屯區文華路100號,2022/06/30,2022/12/20,青年,建築與工程
4094 Festo虛實整合PLC編程班第01期,臺中市,2022/06/29,2022/08/13,在職,科技與資訊技術
冷凍空調裝修(臺中) 第02期,臺中市,2022/06/27,2022/09/12,職前,行政與管理
4058汽車板金(進階)班第01期,臺中市,2022/06/27,2022/09/03,在職,行政與管理
SolidWorks機械設計訓練班第01期,臺中市北區崇德路１段579號5樓之2,2022/06/24,2022/08/21,在職,藝術與設計
銀髮族健康照護專案管理人員培訓班 第-期,臺中市,2022/06/22,2022/08/24,職前,行政與管理
ERP企業資源整合人才養成班 第-期,臺中市,2022/06/22,2022/09/20,職前,行政與管理
烘焙食品技術人員培訓班 第 -期,臺中市,2022/06/21,2022/08/15,職前,餐飲業
4093 珠寶手繪表現技法第01期,臺中市,2022/06/21,2022/08/08,在職,藝術與設計
美髮快速剪燙染技能就業班 第-期,臺中市,2022/06/20,2022/08/29,職前,建築與工程
AI運算與裝置端應用實務班第01期,臺中市南區興大路145號,2022/06/19,2022/07/23,在職,科技與資訊技術
平車拷克就業技能培訓班 第--期,臺中市,2022/06/17,2022/08/08,職前,藝術與設計
智慧電動機車維護保修技能實務班 第-期,臺中市,2022/06/16,2022/07/25,職前,行政與管理
室內設計人員培訓班室內設計人員培訓班 第01期,臺中市,2022/06/15,2022/08/29,職前,行政與管理
前端UI與JS框架(Vue)工程師培訓班 第_期,臺中市,2022/06/14,2022/08/12,職前,建築與工程
連鎖美髮沙龍技能培訓班 第-期,臺中市,2022/06/14,2022/09/27,職前,行政與管理
社群經營及電商行銷實戰班 第-期,臺中市,2022/06/14,2022/08/12,職前,科技與資訊技術
健康銀髮料理實務培訓班 第-期,臺中市,2022/06/14,2022/07/28,職前,行政與管理
資訊安全軟體開發知能養成班第01期,臺中市南區興大路145號,2022/06/13,2022/07/13,在職,科技與資訊技術
AI應用入門 - 數位行銷與網店經營管理班第01期,臺中市西屯區天保街60號,2022/06/13,2022/07/13,在職,科技與資訊技術
機械設計製圖與製造(臺中) 第1期,臺中市,2022/06/13,2022/09/12,職前,藝術與設計
4054西門子可程式控制C班第01期,臺中市,2022/06/13,2022/07/30,在職,科技與資訊技術
4053 西門子S7-1500 PLC及 G120變頻器基礎應用第01期,臺中市,2022/06/13,2022/07/30,在職,科技與資訊技術
智慧機械-SOLIDWORKS 3D繪製技術基礎班第01期,臺中市西屯區天保街60號,2022/06/10,2022/07/10,在職,科技與資訊技術
行政實務應用暨CAD輔助繪圖班 第-期,臺中市,2022/06/10,2022/08/10,職前,行政與管理
西餐烘焙製作與餐飲管理服務人員培訓班 第-期,臺中市,2022/06/10,2022/08/22,職前,餐飲業
Premiere數位影音後製技巧實戰班第01期,臺中市北區崇德路１段579號10樓之1,2022/06/09,2022/07/09,在職,科技與資訊技術
擴大東南亞區域經濟經貿人才訓練班第01期,臺中市西屯區天保街60號,2022/06/06,2022/07/27,在職,行政與管理
木作設施製作實務(臺中) 第1期,臺中市,2022/06/06,2022/08/22,職前,藝術與設計
水電技術(工程)(臺中) 第2期,臺中市,2022/06/06,2022/08/22,職前,行政與管理
SolidWorks 3D製圖進階班第01期,臺中市北區崇德路１段579號5樓之2,2022/06/05,2022/09/13,在職,科技與資訊技術
汽車修護班 (產訓合作訓練)(合作廠商:NISSAN汽車(北部及中部經銷商)) 第01期,臺中市,2022/06/05,2022/08/30,職前,建築與工程
越南用語及製造業基礎班第01期,臺中市南屯區大墩路693號7樓,2022/06/04,2022/10/13,在職,科技與資訊技術
Power BI大數據分析應用實務班第03期,臺中市北區錦平街40號,2022/06/02,2022/07/02,在職,科技與資訊技術
自行車維修技術人員培訓班 第01期,臺中市,2022/06/01,2022/07/27,職前,行政與管理
照顧服務員訓練自訓自用班(南屯全成二) 第-期,臺中市,2022/06/01,2022/10/12,職前,行政與管理
機械產品設計與智動化人才培訓班 第01期,臺中市,2022/05/31,2022/08/01,職前,建築與工程
整復推拿與精油應用實務班第01期,臺中市北屯區天津路３段32-4號7樓,2022/05/30,2022/06/30,在職,行政與管理
內勤職人資訊技能與雲端應用培訓班 第-期,臺中市,2022/05/30,2022/08/10,職前,行政與管理
物聯網智慧應用人才培訓班 第-期,臺中市,2022/05/30,2022/08/31,職前,建築與工程
產品創意美學與3D原型設計班 第-期,臺中市,2022/05/30,2022/07/27,職前,科技與資訊技術
景觀設計實務班(臺中) 第1期,臺中市,2022/05/30,2022/08/09,職前,行政與管理
機電整合(臺中) 第2期,臺中市,2022/05/30,2022/08/09,職前,行政與管理
精密機械(臺中) 第5期,臺中市,2022/05/30,2022/08/22,職前,行政與管理
跨平台網站設置與應用(臺中) 第2期,臺中市,2022/05/30,2022/08/09,職前,科技與資訊技術
中華花藝設計班第01期,臺中市大肚區自治路83巷20號,2022/05/29,2022/06/29,在職,藝術與設計
解析財務報表基礎班第01期,臺中市西區中興街183號9樓之2,2022/05/28,2022/06/28,在職,行政與管理
職場英語新多益入門班第01期,臺中市西屯區工業區一路70號8樓,2022/05/28,2022/06/28,在職,科技與資訊技術
韓語文法班第01期,臺中市北屯區文心路４段934號B1,2022/05/28,2022/06/28,在職,藝術與設計
4091 Photoshop影像處理班第02期,臺中市,2022/05/27,2022/07/04,在職,科技與資訊技術
4092 Illustrator平面設計班第02期,臺中市,2022/05/27,2022/07/07,在職,藝術與設計
東協進出口國際貿易與報關實務精修班第01期,臺中市西屯區工業區八路11號,2022/05/25,2022/06/25,在職,行政與管理
日語基礎文法奠定班第01期,臺中市南屯區大墩十二街292號3樓,2022/05/25,2022/06/25,在職,科技與資訊技術
