課程名稱,上課地點,開放報名,開課日期,性質,職業分類
房務與清潔技術培訓班 第01期,臺南市,2022/07/27,2022/10/21,職前,行政與管理
觀光日語培訓班第01期,臺南市東區長榮路１段225號B1,2022/07/26,2022/10/06,在職,藝術與設計
營業用動力小船駕駛訓練班第02期,臺南市東區北門路２段16號2樓,2022/07/26,2022/08/08,在職,行政與管理
不動產經紀人專業輔導班第01期,臺南市東區長榮路１段225號地下1樓,2022/07/26,2022/08/07,在職,行政與管理
新多益能力提升基礎班第01期,臺南市東區長榮路１段225號B1,2022/07/26,2022/08/25,在職,行政與管理
CAD室設繪圖實務班第02期,臺南市東區中華東路３段18號3樓3B教室,2022/07/26,2022/08/09,在職,藝術與設計
EXCEL職場實務應用班第02期,臺南市東區中華東路三段18號四樓,2022/07/26,2022/08/11,在職,行政與管理
互動式網站設計人才培訓班 第01期,臺南市,2022/07/26,2022/12/28,職前,科技與資訊技術
健康促進活動設計人才培訓班(高齡者專班) 第01期,臺南市,2022/07/26,2022/09/26,職前,行政與管理
拉丁恰恰及拉丁倫巴人才培訓班第01期,臺南市新營區東興六街89巷14弄16號,2022/07/25,2022/08/24,在職,科技與資訊技術
美甲美睫技能班第03期,臺南市北區西門路四段367號4樓,2022/07/25,2022/12/19,在職,藝術與設計
急救人員安全衛生教育訓練A班第01期,臺南市永康區中華路425號22樓之2,2022/07/25,2022/08/24,在職,行政與管理
珠寶編織設計班第02期,臺南市新營區文昌街26-7號,2022/07/25,2022/08/24,在職,藝術與設計
Excel 數據分析整合學士學分班第01期,臺南市永康區南台街一號,2022/07/23,2022/08/23,在職,科技與資訊技術
無人機飛行及影像剪輯暨空汙偵測實務班第01期,臺南市永康區中華路425號22樓之2,2022/07/21,2022/08/21,在職,行政與管理
資訊安全實務應用班第01期,臺南市東區中華東路３段18號2樓,2022/07/21,2022/08/21,在職,行政與管理
EXCEL VBA網路爬蟲與資料視覺化應用班第01期,臺南市東區中華東路３段18號2樓,2022/07/20,2022/08/20,在職,科技與資訊技術
Python機器學習與深度學習實作班第01期,臺南市東區中華東路３段18號2樓,2022/07/20,2022/08/20,在職,科技與資訊技術
導覽與領團人員訓練班 第01期,臺南市,2022/07/18,2022/10/21,職前,行政與管理
Raspberry 單板電腦智慧機械設計實務班第01期,臺南市中西區赤嵌街41號2樓,2022/07/15,2022/08/22,在職,科技與資訊技術
FDM型3D列印機DIY組裝開發實務班第02期,臺南市東區長榮路１段225號B1,2022/07/13,2022/08/13,在職,科技與資訊技術
工業產品設計人員培訓班（青年專班）第01期,(704)臺南市北區成功路2號2樓之2,2022/07/11,2022/10/27,青年,建築與工程
三菱Q系列可程式控制設計進階班第01期,臺南市永康區崑大路195號,2022/07/08,2022/08/21,在職,科技與資訊技術
雲端運算Python與串流媒體應用班《本課程採全程遠距視訊教學》 第01期,臺南市,2022/07/06,2022/09/19,職前,科技與資訊技術
產品設計與3D列印實務班 第01期,臺南市,2022/07/04,2022/08/26,職前,科技與資訊技術
EXCEL VBA資料處理暨數據分析實務班第02期,臺南市東區長榮路１段225號B1,2022/07/03,2022/09/05,在職,科技與資訊技術
時尚美學美容培訓班(新住民專班) 第01期,臺南市,2022/07/01,2022/11/23,職前,建築與工程
早午餐料理實務班 第01期,臺南市,2022/07/01,2022/09/30,職前,行政與管理
醫療器材風險管理暨ISO 13485內部稽核系統班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/06/30,2022/07/31,在職,行政與管理
Python大數據資料分析統計應用實務班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/06/30,2022/07/30,在職,科技與資訊技術
AutoCAD電腦繪圖設計班 第01期,臺南市,2022/06/27,2022/10/26,職前,科技與資訊技術
數位行銷人才培訓班（青年專班）第01期,(704)臺南市北區成功路2號2樓之2,2022/06/24,2022/09/19,青年,行政與管理
網頁前端設計人才培訓班（青年專班）第01期,(700)臺南市中西區西門路二段48號(全程遠距視訊教學),2022/06/24,2022/11/30,青年,建築與工程
污水處理與再生利用實務班第01期,臺南市仁德區二仁路１段60號,2022/06/23,2022/08/06,在職,行政與管理
產訓合作-特殊銲接(中鋼集團-興達海洋基礎股份有限公司) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
產訓合作-輕鋼架工程技術助理(乾牆系統)訓練班 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
智慧行動設備維修暨貼膜培訓班 第01期,臺南市,2022/06/22,2022/11/22,職前,科技與資訊技術
機械工程師養成(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,建築與工程
數位設計(網頁設計＆網路工程)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,科技與資訊技術
廣告設計(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,藝術與設計
電腦數值控制機械(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
工程及地籍測量(台南) 第03期,臺南市,2022/06/22,2022/09/01,職前,行政與管理
裝修工程實務(木作)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
老屋修復工程實務(木作)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
智慧農業科技應用(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
創意家具設計及製作(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,藝術與設計
烘焙(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,餐飲業
消防安全設備(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
室內設計(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,藝術與設計
汽車噴漆及美容鍍膜(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
冷凍空調(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
水電(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前,行政與管理
室內設計(青年專班)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年,藝術與設計
水電(青年專班)(台南)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年,行政與管理
冷凍空調(青年專班)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年,行政與管理
自動化控制與智能設備配線班 第01期,臺南市,2022/06/21,2022/12/08,職前,藝術與設計
商業數據圖表設計班第02期,臺南市中西區西門路２段48號1樓,2022/06/20,2022/09/20,在職,藝術與設計
數據分析與圖表應用班 第01期,臺南市,2022/06/20,2022/10/19,職前,科技與資訊技術
產訓合作-半導體氣體系統配管工程師班★協訓廠商-和淞科技(股)、聯宸科技(股)、仲崴科技、元興工程有限公司。 第03期,臺南市,2022/06/20,2022/08/01,職前,建築與工程
AUTOCAD電腦工業機械產品設計暨3D列印班第01期,臺南市永康區中華路425號22樓之2,2022/06/17,2022/07/17,在職,科技與資訊技術
家事管理暨房務人員培訓班 第01期,臺南市,2022/06/17,2022/08/30,職前,行政與管理
機電整合控制(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
簡易家具設計及製作(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
Arduino應用控制第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
Autocad電腦機械繪圖第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
AutoCAD實用(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
CNC走心車床第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
自來水配管丙級(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
西門子PLC控制基礎第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
汽車美容鍍膜第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
室內配線丙級第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
室內設計手繪透視第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
建築資訊模型（BIM）Autodesk Revit基礎第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
生活產品製作(木質)第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
在地點心與創意伴手禮(二)第02期,臺南市,2022/06/17,2022/08/14,在職,餐飲業
木工裝潢進階第02期,臺南市,2022/06/17,2022/09/17,在職,藝術與設計
工業配線丙級第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
文創商品設計-陶藝與雷射技術(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
木工裝潢第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
CNC車銑複合第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
CNC銑床控制器操作第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
CNC銑床控制器操作(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
NX CAD/CAM實務-基礎第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
PLC可程式控制與應用第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
PowerMILL銑床第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
SolidWorks電腦繪圖與3D列印(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
TIG氬氣鎢極電銲(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
乙級室內配線第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
小家電修護(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
烘焙檢定餅乾蛋糕伴手禮乙級(一)第02期,臺南市,2022/06/17,2022/08/14,在職,餐飲業
蛋糕裝飾與咖啡調製(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
創意商品設計自造第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
創意歐式糕點製作及飲品班(夜間二)第02期,臺南市,2022/06/17,2022/08/14,在職,餐飲業
智慧控制科技農業應用第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
視覺傳達設計應用(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,藝術與設計
電控工程師(初階二)第02期,臺南市,2022/06/17,2022/08/14,在職,建築與工程
電腦輔助設計與製造(CAD/CAM)(二)第02期,臺南市,2022/06/17,2022/08/28,在職,科技與資訊技術
電腦繪圖2D到3D(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
電腦繪圖乙級檢定第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
網路行銷實務第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
遙控無人機實務第02期,臺南市,2022/06/17,2022/08/14,在職,行政與管理
數位攝影與影像編輯設計(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職,科技與資訊技術
Q系列PLC與伺服馬達控制第02期,臺南市,2022/06/17,2022/09/03,在職,科技與資訊技術
Excel資料自動化VBA與大數據應用Power BI實務班第01期,臺南市永康區中華路425號22樓之2,2022/06/16,2022/07/16,在職,科技與資訊技術
電商品牌購物網站建置班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/06/16,2022/07/16,在職,行政與管理
專業智能美容培訓班 第01期,臺南市,2022/06/15,2022/07/18,職前,建築與工程
全方位造型規劃設計班 第01期,臺南市,2022/06/15,2022/10/12,職前,藝術與設計
小農數位行銷實務班第01期,臺南市新營區復興路251-2號1樓(由251-1號大門進出),2022/06/14,2022/07/14,在職,行政與管理
宅經濟外送美食創意料理班(新住民專班) 第01期,臺南市,2022/06/14,2022/08/16,職前,行政與管理
室內設計人才培訓班(青年專班)第01期,(701)臺南市東區中華東路3段18號2樓,2022/06/13,2022/08/30,青年,建築與工程
Python 網路爬蟲與資料視覺化設計班第01期,臺南市中西區赤嵌街41號2樓,2022/06/12,2022/07/21,在職,科技與資訊技術
智慧農業物聯網環控系統規劃與設計A班第01期,臺南市中西區赤嵌街41號2樓,2022/06/09,2022/07/09,在職,藝術與設計
Solid Edge CAD機械工程設計軟體實務應用班第01期,臺南市永康區南台街1號,2022/06/09,2022/09/03,在職,科技與資訊技術
堆高機操作及倉儲維運(台南) 第03期,臺南市,2022/06/09,2022/08/19,職前,行政與管理
商業數據分析培訓班 第01期,臺南市,2022/06/07,2022/11/17,職前,科技與資訊技術
醫療器材法規管理技術人員培訓班第01期,臺南市東區大學路1號成功大學自強校區,2022/06/06,2022/07/06,在職,行政與管理
托育人員專業訓練班(職前班) 第01期,臺南市,2022/06/06,2022/09/04,職前,行政與管理
AIOT智慧生活機器人班第01期,臺南市東區中華東路３段18號2樓,2022/06/03,2022/09/18,在職,科技與資訊技術
無人機組裝及飛行技能培訓A班第01期,臺南市永康區中華路425號22樓之2,2022/06/03,2022/07/03,在職,建築與工程
物聯網大數據資料分析應用班第01期,臺南市東區中華東路３段18號2樓,2022/06/02,2022/12/03,在職,科技與資訊技術
服飾袋包創意實作班 第01期,臺南市,2022/06/02,2022/07/04,職前,藝術與設計
會場佈置與空間陳設班 第01期,臺南市,2022/05/31,2022/07/01,職前,藝術與設計
急救人員訓練班第02期,臺南市永康區中華路12號11樓之1,2022/05/29,2022/06/29,在職,行政與管理
社區長照人員團康技能培訓班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/29,2022/08/03,在職,行政與管理
共有不動產強制處分與抵押權實例解析班第02期,臺南市永康區中山東路430號,2022/05/29,2022/06/28,在職,行政與管理
甲種職業安全衛生業務主管A班第02期,臺南市善化區大成路291號3樓,2022/05/28,2022/06/28,在職,行政與管理
Excel試算表應用實務班第01期,臺南市中西區赤嵌街41號2樓,2022/05/27,2022/06/27,在職,科技與資訊技術
Solidworks電腦輔助工業設計進階B班第01期,臺南市北區成功路2號2樓之2,2022/05/27,2022/09/05,在職,科技與資訊技術
清潔技術暨房務管理培訓班 第01期,臺南市,2022/05/26,2022/07/21,職前,行政與管理
都市建築更新暨危老重建推動培訓班第01期,臺南市安平區華平路417號4樓,2022/05/26,2022/07/30,在職,行政與管理
親子捏塑與拼貼運用班第01期,臺南市中西區南寧街140號4F,2022/05/26,2022/06/26,在職,藝術與設計
精油經絡按摩保健養生班第01期,臺南市中西區府前路１段88號九樓,2022/05/26,2022/06/26,在職,餐飲業
保養品配方設計實作班第01期,臺南市永康區中山東路432號2樓,2022/05/26,2022/06/26,在職,行政與管理
中小企業會計學進階應用實務班第02期,臺南市南區南門路261號2樓,2022/05/25,2022/06/25,在職,行政與管理
芳香精油能量應用人員培訓班第01期,臺南市中西區府前路１段88號9樓,2022/05/25,2022/06/25,在職,行政與管理
Excel VBA商務應用實務班第01期,臺南市東區長榮路１段225號B1,2022/05/25,2022/06/25,在職,科技與資訊技術
3D列印珠寶建模設計班第08期,臺南市安南區台江大道3段600號4樓,2022/05/25,2022/06/25,在職,藝術與設計
地政士助理員培訓班第01期,臺南市安平區華平路417號4樓,2022/05/25,2022/06/25,在職,行政與管理
EXCEL試算表應用班第01期,臺南市善化區中山路152號,2022/05/25,2022/06/25,在職,科技與資訊技術
跨世代管理與行銷策略班第01期,臺南市南區南門路261號,2022/05/25,2022/06/25,在職,行政與管理
醫療器材法規實務策略解析B班第06期,臺南市永康區中山東路430號,2022/05/25,2022/07/16,在職,行政與管理
Power BI大數據與資料庫分析應用實務班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/25,2022/06/25,在職,科技與資訊技術
ASP.NET Web Form應用程式資通安全專業訓練班第01期,臺南市永康區崑大路195號,2022/05/25,2022/06/25,在職,科技與資訊技術
實務神秘客培訓D班第04期,臺南市東區長榮路一段225號B1,2022/05/24,2022/06/24,在職,行政與管理
花店經營及商業花藝設計班第01期,臺南市東區長榮路１段225號B1,2022/05/23,2022/06/23,在職,藝術與設計
ERP與資訊軟體應用班 第01期,臺南市,2022/05/23,2022/10/04,職前,科技與資訊技術
急救人員安全衛生教育訓練B班第02期,臺南市永康區中華路425號22樓之2,2022/05/22,2022/06/22,在職,行政與管理
彩妝與美容護膚進階班第01期,臺南市永康區中華路349號15樓之2,2022/05/21,2022/06/21,在職,科技與資訊技術
網路花店經營應用班第01期,臺南市東區長榮路１段225號B1,2022/05/21,2022/06/21,在職,行政與管理
不動產經紀營業員訓練B班第02期,臺南市安平區永華路２段248號8樓之2,2022/05/20,2022/06/20,在職,行政與管理
美髮從業人員培訓班 第01期,臺南市,2022/05/20,2022/07/25,職前,行政與管理
健身運動體適能實務班第07期,臺南市東區崇德路189號2樓,2022/05/19,2022/06/19,在職,餐飲業
不動產經紀人土地法規實務班第03期,臺南市永康區中山東路430號,2022/05/19,2022/06/19,在職,行政與管理
Photoshop影像編輯訓練班第01期,臺南市東區長榮路１段225號B1,2022/05/19,2022/06/26,在職,科技與資訊技術
PMP專案管理與專案敏捷手法應用班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/18,2022/06/18,在職,行政與管理
勞動法令與就業服務人力仲介法令解析實務班第01期,臺南市東區林森路２段79號,2022/05/18,2022/06/25,在職,行政與管理
產後照顧月嫂培訓膳食家事班第02期,臺南市永康區中華路200-6號6樓,2022/05/18,2022/06/18,在職,餐飲業
不動產估價概要研析班第03期,臺南市永康區中山東路430號,2022/05/18,2022/06/18,在職,行政與管理
托育人員專業訓練班(職前B班) 第02期,臺南市,2022/05/17,2022/10/14,職前,行政與管理
三菱Q系列可程式控制基礎訓練班第01期,臺南市永康區崑大路195號,2022/05/17,2022/06/12,在職,科技與資訊技術
電商網頁設計A班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/05/17,2022/06/20,在職,科技與資訊技術
電子商務策略與營運思維班第01期,臺南市中西區樹林街２段33號,2022/05/17,2022/07/12,在職,行政與管理
物聯網系統設計實務班第01期,臺南市中西區赤嵌街41號2樓,2022/05/17,2022/06/10,在職,科技與資訊技術
電動車儲能系統應用班第01期,臺南市中西區樹林街２段33號,2022/05/17,2022/07/13,在職,建築與工程
不動產經紀相關法規研析班第03期,臺南市永康區中山東路430號2樓2B教室,2022/05/17,2022/06/17,在職,行政與管理
長照人員EQ情緒管理與人際溝通技巧班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/17,2022/07/29,在職,行政與管理
平面設計繪圖班第01期,臺南市中西區西門路２段48號1樓,2022/05/17,2022/07/21,在職,藝術與設計
機電整合智慧工業設計班 第01期,臺南市,2022/05/17,2022/08/19,職前,藝術與設計
理燙髮各式材料應用班第01期,臺南市永康區中華路349號11樓之2,2022/05/15,2022/06/15,在職,藝術與設計
甲種職業安全衛生業務主管訓練B班第02期,臺南市善化區西拉雅大道61號1樓,2022/05/14,2022/06/14,在職,行政與管理
小型鍋爐操作人員訓練班第01期,臺南市永康區中華路12號11樓之1,2022/05/14,2022/06/14,在職,行政與管理
網路商店與文創品牌設計實務班第01期,臺南市中西區民族路２段76之10號5樓3,2022/05/13,2022/06/13,在職,科技與資訊技術
營造業甲種職業安全衛生業務主管訓練班第01期,臺南市善化區南科三路9號3樓,2022/05/13,2022/06/13,在職,行政與管理
3C行動裝置檢修暨貼膜班 第01期,臺南市,2022/05/13,2022/09/05,職前,科技與資訊技術
美編軟體繪圖班 第01期,臺南市,2022/05/13,2022/07/26,職前,科技與資訊技術
化妝保養品配方設計與調製實作進階班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/12,2022/06/12,在職,行政與管理
企業財務報表解析與財務管理策略實務班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/12,2022/06/12,在職,行政與管理
外匯交易實戰訓練班第01期,臺南市東區長榮路１段225號B1,2022/05/12,2022/06/12,在職,金融與會計
金融交易實務訓練班第03期,臺南市東區長榮路１段225號B1,2022/05/12,2022/06/12,在職,行政與管理
不動產民法概要訓練班第01期,臺南市中西區民族路二段76-10號5樓之3,2022/05/12,2022/06/12,在職,行政與管理
元宇宙電商網站設計與APP商業應用班 第01期,臺南市,2022/05/12,2022/07/14,職前,科技與資訊技術
土木施工管理班第01期,臺南市安平區永華路２段248號12樓之2,2022/05/11,2022/06/11,在職,行政與管理
勞資關係與勞資爭議處理應用實務班第01期,臺南市善化區成功路2號,2022/05/11,2022/06/11,在職,行政與管理
職業安全衛生管理系統實務班第02期,臺南市永康區中山東路430號,2022/05/11,2022/06/12,在職,行政與管理
不動產開發技巧與買賣實務班第01期,臺南市中西區民族路２段76之10號5樓3,2022/05/10,2022/06/10,在職,行政與管理
手機影音製作密技與品牌行銷影片實作班第01期,臺南市南區南門路261號,2022/05/10,2022/06/10,在職,科技與資訊技術
韓語基礎文法與會話B班第01期,臺南市中西區民族路２段76之10號13樓之2,2022/05/10,2022/06/10,在職,科技與資訊技術
園藝植栽美學設計班(高齡者專班) 第01期,臺南市,2022/05/09,2022/05/31,職前,行政與管理
照顧服務員專班-職前班 第1期,臺南市,2022/05/09,2022/08/02,職前,行政與管理
不動產經紀人土地稅法規實務班第03期,臺南市永康區中山東路430號2樓2B教室,2022/05/08,2022/06/08,在職,行政與管理
樂齡運動指導員培力實務班第02期,臺南市永康區中山東路430號,2022/05/07,2022/07/19,在職,行政與管理
理燙髮材料實務操作運用進階班第01期,臺南市永康區中華路349號11樓之2,2022/05/06,2022/06/06,在職,行政與管理
銀髮族健康管理實務班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/06,2022/07/11,在職,行政與管理
辦公室軟體技能證照班 第01期,臺南市,2022/05/06,2022/09/08,職前,行政與管理
西式麵包甜點訓練班 第01期,臺南市,2022/05/06,2022/07/22,職前,餐飲業
銀髮養生料理烹調班 第01期,臺南市,2022/05/06,2022/10/21,職前,餐飲業
烘焙技能養成班 第01期,臺南市,2022/05/06,2022/10/27,職前,餐飲業
甲種職業安全衛生業務主管訓練班第01期,臺南市東區東門路２段89號10樓,2022/05/05,2022/06/05,在職,行政與管理
多媒體網頁架設培訓班(全程遠距視訊教學) 第01期,臺南市,2022/05/05,2022/08/12,職前,科技與資訊技術
Python大數據與股票金融科技應用B班,臺南市中西區大埔街52號,2022/05/03,2022/06/29,青年,科技與資訊技術
耕地分割、農舍登記與375租賃實用及特殊案例研析班第02期,臺南市永康區中山東路430號,2022/05/02,2022/06/16,在職,行政與管理
行車事故處理實務專業訓練班第01期,臺南市南區南門路261號2樓,2022/05/02,2022/06/02,在職,行政與管理
整體美髮技巧進階班第01期,臺南市永康區中華路349號12樓之2,2022/05/02,2022/06/02,在職,行政與管理
照顧服務員專班-職前班 第01期,臺南市,2022/05/02,2022/10/11,職前,行政與管理
無國界特色料理與中餐證照班 第01期,臺南市,2022/05/02,2022/08/08,職前,行政與管理
農業栽種與盆栽行銷班 第01期,臺南市,2022/05/01,2022/07/11,職前,行政與管理
精實生產管理系統班第01期,臺南市永康區中華路425號22樓之2,2022/04/28,2022/06/11,在職,行政與管理
就業服務人力仲介及管理B班第05期,臺南市永康區中山東路430號3樓3B教室,2022/04/28,2022/05/28,在職,行政與管理
咖啡烘焙實務班 第01期,臺南市,2022/04/28,2022/07/04,職前,行政與管理
異國料理烹飪技能班 第01期,臺南市,2022/04/28,2022/07/25,職前,餐飲業
UI視覺介面設計班第02期,臺南市中西區西門路２段48號1樓,2022/04/27,2022/05/31,在職,科技與資訊技術
托育人員專業訓練班(職前班) 第01期,臺南市,2022/04/27,2022/05/27,職前,行政與管理
綠色園藝培力實務班第04期,臺南市永康區中山東路430號4樓4A教室,2022/04/26,2022/05/26,在職,行政與管理
職場Office應用實務班第01期,臺南市東區中華東路３段18號4樓(4B教室),2022/04/26,2022/05/26,在職,行政與管理
數位行銷與電子商務實務班第01期,臺南市中西區赤嵌街41號2樓,2022/04/24,2022/05/24,在職,行政與管理
甲種職業安全衛生業務主管訓練A班第01期,臺南市中西區大埔街52號,2022/04/24,2022/05/24,在職,行政與管理
托育人員專業訓練班(職前A班) 第01期,臺南市,2022/04/22,2022/07/29,職前,行政與管理
珠寶鑑定與金工蠟雕班第01期,臺南市中西區觀亭街76號,2022/04/22,2022/06/26,在職,藝術與設計
社群經營與行銷力訓練班第01期,臺南市東區中華東路３段18號3樓,2022/04/22,2022/05/22,在職,行政與管理
職場多益英文實務班第01期,臺南市永康區中華路425號22樓之2,2022/04/22,2022/05/22,在職,行政與管理
企業表單流程與成本管理實務班第01期,臺南市安南區塩田路361號,2022/04/21,2022/05/21,在職,行政與管理
居家綠能智慧水電應用實作初階班第01期,臺南市東區長榮路１段225號B1(A教室),2022/04/21,2022/07/23,在職,行政與管理
托育人員專業訓練班(在職班) 第01期,臺南市,2022/04/21,2022/06/04,職前,行政與管理
勞資爭議調解實務班第01期,臺南市南區南門路261號2樓,2022/04/20,2022/05/20,在職,行政與管理
實務神秘客培訓C班第03期,臺南市東區長榮路一段225號B1,2022/04/19,2022/08/12,在職,行政與管理
會計實務養成班 第01期,臺南市,2022/04/19,2022/07/05,職前,行政與管理
照顧服務員專班-職前班 第01期,臺南市,2022/04/19,2022/08/08,職前,行政與管理
辦公室資料處理實務班 第01期,臺南市,2022/04/18,2022/06/14,職前,行政與管理
家事服務職能培力實務班第02期,臺南市永康區中山東路432號2F,2022/04/18,2022/06/15,在職,行政與管理
數位社群行銷廣告實務應用班第01期,臺南市東區大同路2段615號21樓,2022/04/17,2022/05/17,在職,行政與管理
丙種職業安全衛生業務主管A班第02期,臺南市善化區大成路291號3樓,2022/04/17,2022/05/17,在職,行政與管理
勞工各式退休金申領實務應用班第01期,臺南市南區南門路261號2樓,2022/04/17,2022/05/17,在職,行政與管理
商務英文會話應用班第01期,臺南市東區長榮路１段225號B1,2022/04/17,2022/06/14,在職,藝術與設計
金屬珠寶飾品加工班第01期,臺南市中西區觀亭街76號,2022/04/16,2022/05/16,在職,藝術與設計
房地產行銷實戰班第02期,臺南市永康區中山東路430號,2022/04/15,2022/06/26,在職,行政與管理
內部講師簡報班第01期,臺南市善化區成功路2號,2022/04/15,2022/05/15,在職,行政與管理
皮雕工藝技術培訓班 第01期,臺南市,2022/04/15,2022/05/24,職前,藝術與設計
AutoCAD繪圖實務班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/04/14,2022/05/14,在職,科技與資訊技術
電機設備控制與故障檢測班第02期,臺南市永康區中山路94巷1-3號3樓 (B3教室),2022/04/14,2022/05/14,在職,行政與管理
防火填充認知實務班第02期,臺南市永康區中山東路430號,2022/04/14,2022/05/14,在職,行政與管理
銀髮健康促進人才培訓班第01期,臺南市東區大學路一號（成功大學光復校區工設二館一樓）,2022/04/14,2022/05/14,在職,行政與管理
豐田式結構化問題分析與有效解決班第01期,臺南市東區大學路1號成功大學自強校區,2022/04/14,2022/07/16,在職,藝術與設計
內部講師班第02期,臺南市東區崇德路189號2樓,2022/04/14,2022/05/14,在職,行政與管理
三公噸以上固定式起重機操作人員（架空式地面操作）訓練班第01期,臺南市永康區中華路12號11樓之1,2022/04/12,2022/05/12,在職,行政與管理
EXCEL VBA實務應用班第01期,臺南市善化區南科三路26號2樓,2022/04/12,2022/05/12,在職,科技與資訊技術
綠能室內空間設計實務班 第01期,臺南市,2022/04/12,2022/06/21,職前,行政與管理
大數據分析與圖表設計班《本課程採全程遠距視訊教學》 第01期,臺南市,2022/04/12,2022/06/13,職前,科技與資訊技術
泥作創新工法人才培訓班 第01期,臺南市,2022/04/11,2022/07/04,職前,行政與管理
影音廣告創作培訓班 第01期,臺南市,2022/04/11,2022/06/02,職前,行政與管理
辦公室軟體整合應用實務班第01期,臺南市中西區赤嵌街41號2樓,2022/04/09,2022/05/16,在職,行政與管理
自然農法栽植與病蟲害管理實務班第01期,臺南市東區長榮路１段225號B1,2022/04/09,2022/06/06,在職,行政與管理
Solidworks 電腦輔助工業繪圖基礎班第01期,臺南市北區成功路2號2樓之2,2022/04/08,2022/05/08,在職,科技與資訊技術
手機短影音拍攝剪輯與行銷班第01期,臺南市東區中華東路３段18號2樓,2022/04/08,2022/05/08,在職,科技與資訊技術
