課程名稱,上課地點,開放報名,開課日期,性質
污水處理與再生利用實務班第01期,臺南市仁德區二仁路１段60號,2022/06/23,2022/08/06,在職
產訓合作-特殊銲接(中鋼集團-興達海洋基礎股份有限公司) 第03期,臺南市,2022/06/22,2022/08/19,職前
產訓合作-輕鋼架工程技術助理(乾牆系統)訓練班 第03期,臺南市,2022/06/22,2022/08/19,職前
智慧行動設備維修暨貼膜培訓班 第01期,臺南市,2022/06/22,2022/11/22,職前
機械工程師養成(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
數位設計(網頁設計＆網路工程)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
廣告設計(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
電腦數值控制機械(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
工程及地籍測量(台南) 第03期,臺南市,2022/06/22,2022/09/01,職前
裝修工程實務(木作)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
老屋修復工程實務(木作)(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
智慧農業科技應用(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
創意家具設計及製作(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
烘焙(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
消防安全設備(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
室內設計(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
汽車噴漆及美容鍍膜(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
冷凍空調(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
水電(台南) 第03期,臺南市,2022/06/22,2022/08/19,職前
室內設計(青年專班)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年
水電(青年專班)(台南)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年
冷凍空調(青年專班)第03期,(720)臺南市官田區官田工業區工業路40號,2022/06/22,2022/08/19,青年
自動化控制與智能設備配線班 第01期,臺南市,2022/06/21,2022/12/08,職前
商業數據圖表設計班第02期,臺南市中西區西門路２段48號1樓,2022/06/20,2022/09/20,在職
數據分析與圖表應用班 第01期,臺南市,2022/06/20,2022/10/19,職前
產訓合作-半導體氣體系統配管工程師班★協訓廠商-和淞科技(股)、聯宸科技(股)、仲崴科技、元興工程有限公司。 第03期,臺南市,2022/06/20,2022/08/01,職前
AUTOCAD電腦工業機械產品設計暨3D列印班第01期,臺南市永康區中華路425號22樓之2,2022/06/17,2022/07/17,在職
家事管理暨房務人員培訓班 第01期,臺南市,2022/06/17,2022/08/30,職前
機電整合控制(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
簡易家具設計及製作(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
Arduino應用控制第02期,臺南市,2022/06/17,2022/08/14,在職
Autocad電腦機械繪圖第02期,臺南市,2022/06/17,2022/08/14,在職
AutoCAD實用(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
CNC走心車床第02期,臺南市,2022/06/17,2022/08/14,在職
自來水配管丙級(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
西門子PLC控制基礎第02期,臺南市,2022/06/17,2022/08/14,在職
汽車美容鍍膜第02期,臺南市,2022/06/17,2022/08/14,在職
室內配線丙級第02期,臺南市,2022/06/17,2022/08/14,在職
室內設計手繪透視第02期,臺南市,2022/06/17,2022/08/14,在職
建築資訊模型（BIM）Autodesk Revit基礎第02期,臺南市,2022/06/17,2022/08/14,在職
生活產品製作(木質)第02期,臺南市,2022/06/17,2022/08/14,在職
在地點心與創意伴手禮(二)第02期,臺南市,2022/06/17,2022/08/14,在職
木工裝潢進階第02期,臺南市,2022/06/17,2022/09/17,在職
工業配線丙級第02期,臺南市,2022/06/17,2022/08/14,在職
文創商品設計-陶藝與雷射技術(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
木工裝潢第02期,臺南市,2022/06/17,2022/08/14,在職
CNC車銑複合第02期,臺南市,2022/06/17,2022/08/14,在職
CNC銑床控制器操作第02期,臺南市,2022/06/17,2022/08/14,在職
CNC銑床控制器操作(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
NX CAD/CAM實務-基礎第02期,臺南市,2022/06/17,2022/08/14,在職
PLC可程式控制與應用第02期,臺南市,2022/06/17,2022/08/14,在職
PowerMILL銑床第02期,臺南市,2022/06/17,2022/08/14,在職
SolidWorks電腦繪圖與3D列印(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
TIG氬氣鎢極電銲(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
乙級室內配線第02期,臺南市,2022/06/17,2022/08/14,在職
小家電修護(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
烘焙檢定餅乾蛋糕伴手禮乙級(一)第02期,臺南市,2022/06/17,2022/08/14,在職
蛋糕裝飾與咖啡調製(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
創意商品設計自造第02期,臺南市,2022/06/17,2022/08/14,在職
創意歐式糕點製作及飲品班(夜間二)第02期,臺南市,2022/06/17,2022/08/14,在職
智慧控制科技農業應用第02期,臺南市,2022/06/17,2022/08/14,在職
視覺傳達設計應用(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
電控工程師(初階二)第02期,臺南市,2022/06/17,2022/08/14,在職
電腦輔助設計與製造(CAD/CAM)(二)第02期,臺南市,2022/06/17,2022/08/28,在職
電腦繪圖2D到3D(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
電腦繪圖乙級檢定第02期,臺南市,2022/06/17,2022/08/14,在職
網路行銷實務第02期,臺南市,2022/06/17,2022/08/14,在職
遙控無人機實務第02期,臺南市,2022/06/17,2022/08/14,在職
數位攝影與影像編輯設計(夜間)第02期,臺南市,2022/06/17,2022/08/14,在職
Q系列PLC與伺服馬達控制第02期,臺南市,2022/06/17,2022/09/03,在職
Excel資料自動化VBA與大數據應用Power BI實務班第01期,臺南市永康區中華路425號22樓之2,2022/06/16,2022/07/16,在職
電商品牌購物網站建置班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/06/16,2022/07/16,在職
專業智能美容培訓班 第01期,臺南市,2022/06/15,2022/07/18,職前
全方位造型規劃設計班 第01期,臺南市,2022/06/15,2022/10/12,職前
小農數位行銷實務班第01期,臺南市新營區復興路251-2號1樓(由251-1號大門進出),2022/06/14,2022/07/14,在職
宅經濟外送美食創意料理班(新住民專班) 第01期,臺南市,2022/06/14,2022/08/16,職前
室內設計人才培訓班(青年專班)第01期,(701)臺南市東區中華東路3段18號2樓,2022/06/13,2022/08/30,青年
Python 網路爬蟲與資料視覺化設計班第01期,臺南市中西區赤嵌街41號2樓,2022/06/12,2022/07/21,在職
智慧農業物聯網環控系統規劃與設計A班第01期,臺南市中西區赤嵌街41號2樓,2022/06/09,2022/07/09,在職
Solid Edge CAD機械工程設計軟體實務應用班第01期,臺南市永康區南台街1號,2022/06/09,2022/09/03,在職
堆高機操作及倉儲維運(台南) 第03期,臺南市,2022/06/09,2022/08/19,職前
商業數據分析培訓班 第01期,臺南市,2022/06/07,2022/11/17,職前
醫療器材法規管理技術人員培訓班第01期,臺南市東區大學路1號成功大學自強校區,2022/06/06,2022/07/06,在職
托育人員專業訓練班(職前班) 第01期,臺南市,2022/06/06,2022/09/04,職前
AIOT智慧生活機器人班第01期,臺南市東區中華東路３段18號2樓,2022/06/03,2022/09/18,在職
無人機組裝及飛行技能培訓A班第01期,臺南市永康區中華路425號22樓之2,2022/06/03,2022/07/03,在職
物聯網大數據資料分析應用班第01期,臺南市東區中華東路３段18號2樓,2022/06/02,2022/12/03,在職
服飾袋包創意實作班 第01期,臺南市,2022/06/02,2022/07/04,職前
會場佈置與空間陳設班 第01期,臺南市,2022/05/31,2022/07/01,職前
急救人員訓練班第02期,臺南市永康區中華路12號11樓之1,2022/05/29,2022/06/29,在職
社區長照人員團康技能培訓班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/29,2022/08/03,在職
共有不動產強制處分與抵押權實例解析班第02期,臺南市永康區中山東路430號,2022/05/29,2022/06/28,在職
甲種職業安全衛生業務主管A班第02期,臺南市善化區大成路291號3樓,2022/05/28,2022/06/28,在職
Excel試算表應用實務班第01期,臺南市中西區赤嵌街41號2樓,2022/05/27,2022/06/27,在職
Solidworks電腦輔助工業設計進階B班第01期,臺南市北區成功路2號2樓之2,2022/05/27,2022/09/05,在職
清潔技術暨房務管理培訓班 第01期,臺南市,2022/05/26,2022/07/21,職前
都市建築更新暨危老重建推動培訓班第01期,臺南市安平區華平路417號4樓,2022/05/26,2022/07/30,在職
親子捏塑與拼貼運用班第01期,臺南市中西區南寧街140號4F,2022/05/26,2022/06/26,在職
精油經絡按摩保健養生班第01期,臺南市中西區府前路１段88號九樓,2022/05/26,2022/06/26,在職
保養品配方設計實作班第01期,臺南市永康區中山東路432號2樓,2022/05/26,2022/06/26,在職
中小企業會計學進階應用實務班第02期,臺南市南區南門路261號2樓,2022/05/25,2022/06/25,在職
芳香精油能量應用人員培訓班第01期,臺南市中西區府前路１段88號9樓,2022/05/25,2022/06/25,在職
Excel VBA商務應用實務班第01期,臺南市東區長榮路１段225號B1,2022/05/25,2022/06/25,在職
3D列印珠寶建模設計班第08期,臺南市安南區台江大道3段600號4樓,2022/05/25,2022/06/25,在職
地政士助理員培訓班第01期,臺南市安平區華平路417號4樓,2022/05/25,2022/06/25,在職
EXCEL試算表應用班第01期,臺南市善化區中山路152號,2022/05/25,2022/06/25,在職
跨世代管理與行銷策略班第01期,臺南市南區南門路261號,2022/05/25,2022/06/25,在職
醫療器材法規實務策略解析B班第06期,臺南市永康區中山東路430號,2022/05/25,2022/07/16,在職
Power BI大數據與資料庫分析應用實務班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/25,2022/06/25,在職
ASP.NET Web Form應用程式資通安全專業訓練班第01期,臺南市永康區崑大路195號,2022/05/25,2022/06/25,在職
實務神秘客培訓D班第04期,臺南市東區長榮路一段225號B1,2022/05/24,2022/06/24,在職
花店經營及商業花藝設計班第01期,臺南市東區長榮路１段225號B1,2022/05/23,2022/06/23,在職
ERP與資訊軟體應用班 第01期,臺南市,2022/05/23,2022/10/04,職前
急救人員安全衛生教育訓練B班第02期,臺南市永康區中華路425號22樓之2,2022/05/22,2022/06/22,在職
彩妝與美容護膚進階班第01期,臺南市永康區中華路349號15樓之2,2022/05/21,2022/06/21,在職
網路花店經營應用班第01期,臺南市東區長榮路１段225號B1,2022/05/21,2022/06/21,在職
不動產經紀營業員訓練B班第02期,臺南市安平區永華路２段248號8樓之2,2022/05/20,2022/06/20,在職
美髮從業人員培訓班 第01期,臺南市,2022/05/20,2022/07/25,職前
健身運動體適能實務班第07期,臺南市東區崇德路189號2樓,2022/05/19,2022/06/19,在職
不動產經紀人土地法規實務班第03期,臺南市永康區中山東路430號,2022/05/19,2022/06/19,在職
Photoshop影像編輯訓練班第01期,臺南市東區長榮路１段225號B1,2022/05/19,2022/06/26,在職
PMP專案管理與專案敏捷手法應用班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/18,2022/06/18,在職
勞動法令與就業服務人力仲介法令解析實務班第01期,臺南市東區林森路２段79號,2022/05/18,2022/06/25,在職
產後照顧月嫂培訓膳食家事班第02期,臺南市永康區中華路200-6號6樓,2022/05/18,2022/06/18,在職
不動產估價概要研析班第03期,臺南市永康區中山東路430號,2022/05/18,2022/06/18,在職
托育人員專業訓練班(職前B班) 第02期,臺南市,2022/05/17,2022/10/14,職前
三菱Q系列可程式控制基礎訓練班第01期,臺南市永康區崑大路195號,2022/05/17,2022/06/12,在職
電商網頁設計A班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/05/17,2022/06/20,在職
電子商務策略與營運思維班第01期,臺南市中西區樹林街２段33號,2022/05/17,2022/07/12,在職
物聯網系統設計實務班第01期,臺南市中西區赤嵌街41號2樓,2022/05/17,2022/06/10,在職
電動車儲能系統應用班第01期,臺南市中西區樹林街２段33號,2022/05/17,2022/07/13,在職
不動產經紀相關法規研析班第03期,臺南市永康區中山東路430號2樓2B教室,2022/05/17,2022/06/17,在職
長照人員EQ情緒管理與人際溝通技巧班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/17,2022/07/29,在職
平面設計繪圖班第01期,臺南市中西區西門路２段48號1樓,2022/05/17,2022/07/21,在職
機電整合智慧工業設計班 第01期,臺南市,2022/05/17,2022/08/19,職前
理燙髮各式材料應用班第01期,臺南市永康區中華路349號11樓之2,2022/05/15,2022/06/15,在職
甲種職業安全衛生業務主管訓練B班第02期,臺南市善化區西拉雅大道61號1樓,2022/05/14,2022/06/14,在職
小型鍋爐操作人員訓練班第01期,臺南市永康區中華路12號11樓之1,2022/05/14,2022/06/14,在職
網路商店與文創品牌設計實務班第01期,臺南市中西區民族路２段76之10號5樓3,2022/05/13,2022/06/13,在職
營造業甲種職業安全衛生業務主管訓練班第01期,臺南市善化區南科三路9號3樓,2022/05/13,2022/06/13,在職
3C行動裝置檢修暨貼膜班 第01期,臺南市,2022/05/13,2022/09/05,職前
美編軟體繪圖班 第01期,臺南市,2022/05/13,2022/07/26,職前
化妝保養品配方設計與調製實作進階班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/12,2022/06/12,在職
企業財務報表解析與財務管理策略實務班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/05/12,2022/06/12,在職
外匯交易實戰訓練班第01期,臺南市東區長榮路１段225號B1,2022/05/12,2022/06/12,在職
金融交易實務訓練班第03期,臺南市東區長榮路１段225號B1,2022/05/12,2022/06/12,在職
不動產民法概要訓練班第01期,臺南市中西區民族路二段76-10號5樓之3,2022/05/12,2022/06/12,在職
元宇宙電商網站設計與APP商業應用班 第01期,臺南市,2022/05/12,2022/07/14,職前
土木施工管理班第01期,臺南市安平區永華路２段248號12樓之2,2022/05/11,2022/06/11,在職
勞資關係與勞資爭議處理應用實務班第01期,臺南市善化區成功路2號,2022/05/11,2022/06/11,在職
職業安全衛生管理系統實務班第02期,臺南市永康區中山東路430號,2022/05/11,2022/06/12,在職
不動產開發技巧與買賣實務班第01期,臺南市中西區民族路２段76之10號5樓3,2022/05/10,2022/06/10,在職
手機影音製作密技與品牌行銷影片實作班第01期,臺南市南區南門路261號,2022/05/10,2022/06/10,在職
韓語基礎文法與會話B班第01期,臺南市中西區民族路２段76之10號13樓之2,2022/05/10,2022/06/10,在職
園藝植栽美學設計班(高齡者專班) 第01期,臺南市,2022/05/09,2022/05/31,職前
照顧服務員專班-職前班 第1期,臺南市,2022/05/09,2022/08/02,職前
不動產經紀人土地稅法規實務班第03期,臺南市永康區中山東路430號2樓2B教室,2022/05/08,2022/06/08,在職
樂齡運動指導員培力實務班第02期,臺南市永康區中山東路430號,2022/05/07,2022/07/19,在職
理燙髮材料實務操作運用進階班第01期,臺南市永康區中華路349號11樓之2,2022/05/06,2022/06/06,在職
銀髮族健康管理實務班第02期,臺南市永康區中山東路430號4樓4A教室,2022/05/06,2022/07/11,在職
辦公室軟體技能證照班 第01期,臺南市,2022/05/06,2022/09/08,職前
西式麵包甜點訓練班 第01期,臺南市,2022/05/06,2022/07/22,職前
銀髮養生料理烹調班 第01期,臺南市,2022/05/06,2022/10/21,職前
烘焙技能養成班 第01期,臺南市,2022/05/06,2022/10/27,職前
甲種職業安全衛生業務主管訓練班第01期,臺南市東區東門路２段89號10樓,2022/05/05,2022/06/05,在職
多媒體網頁架設培訓班(全程遠距視訊教學) 第01期,臺南市,2022/05/05,2022/08/12,職前
Python大數據與股票金融科技應用B班,臺南市中西區大埔街52號,2022/05/03,2022/06/29,青年
耕地分割、農舍登記與375租賃實用及特殊案例研析班第02期,臺南市永康區中山東路430號,2022/05/02,2022/06/16,在職
行車事故處理實務專業訓練班第01期,臺南市南區南門路261號2樓,2022/05/02,2022/06/02,在職
整體美髮技巧進階班第01期,臺南市永康區中華路349號12樓之2,2022/05/02,2022/06/02,在職
照顧服務員專班-職前班 第01期,臺南市,2022/05/02,2022/10/11,職前
無國界特色料理與中餐證照班 第01期,臺南市,2022/05/02,2022/08/08,職前
農業栽種與盆栽行銷班 第01期,臺南市,2022/05/01,2022/07/11,職前
精實生產管理系統班第01期,臺南市永康區中華路425號22樓之2,2022/04/28,2022/06/11,在職
就業服務人力仲介及管理B班第05期,臺南市永康區中山東路430號3樓3B教室,2022/04/28,2022/05/28,在職
咖啡烘焙實務班 第01期,臺南市,2022/04/28,2022/07/04,職前
異國料理烹飪技能班 第01期,臺南市,2022/04/28,2022/07/25,職前
UI視覺介面設計班第02期,臺南市中西區西門路２段48號1樓,2022/04/27,2022/05/31,在職
托育人員專業訓練班(職前班) 第01期,臺南市,2022/04/27,2022/05/27,職前
綠色園藝培力實務班第04期,臺南市永康區中山東路430號4樓4A教室,2022/04/26,2022/05/26,在職
職場Office應用實務班第01期,臺南市東區中華東路３段18號4樓(4B教室),2022/04/26,2022/05/26,在職
數位行銷與電子商務實務班第01期,臺南市中西區赤嵌街41號2樓,2022/04/24,2022/05/24,在職
甲種職業安全衛生業務主管訓練A班第01期,臺南市中西區大埔街52號,2022/04/24,2022/05/24,在職
托育人員專業訓練班(職前A班) 第01期,臺南市,2022/04/22,2022/07/29,職前
珠寶鑑定與金工蠟雕班第01期,臺南市中西區觀亭街76號,2022/04/22,2022/06/26,在職
社群經營與行銷力訓練班第01期,臺南市東區中華東路３段18號3樓,2022/04/22,2022/05/22,在職
職場多益英文實務班第01期,臺南市永康區中華路425號22樓之2,2022/04/22,2022/05/22,在職
企業表單流程與成本管理實務班第01期,臺南市安南區塩田路361號,2022/04/21,2022/05/21,在職
居家綠能智慧水電應用實作初階班第01期,臺南市東區長榮路１段225號B1(A教室),2022/04/21,2022/07/23,在職
托育人員專業訓練班(在職班) 第01期,臺南市,2022/04/21,2022/06/04,職前
勞資爭議調解實務班第01期,臺南市南區南門路261號2樓,2022/04/20,2022/05/20,在職
實務神秘客培訓C班第03期,臺南市東區長榮路一段225號B1,2022/04/19,2022/08/12,在職
會計實務養成班 第01期,臺南市,2022/04/19,2022/07/05,職前
照顧服務員專班-職前班 第01期,臺南市,2022/04/19,2022/08/08,職前
辦公室資料處理實務班 第01期,臺南市,2022/04/18,2022/06/14,職前
家事服務職能培力實務班第02期,臺南市永康區中山東路432號2F,2022/04/18,2022/06/15,在職
數位社群行銷廣告實務應用班第01期,臺南市東區大同路2段615號21樓,2022/04/17,2022/05/17,在職
丙種職業安全衛生業務主管A班第02期,臺南市善化區大成路291號3樓,2022/04/17,2022/05/17,在職
勞工各式退休金申領實務應用班第01期,臺南市南區南門路261號2樓,2022/04/17,2022/05/17,在職
商務英文會話應用班第01期,臺南市東區長榮路１段225號B1,2022/04/17,2022/06/14,在職
金屬珠寶飾品加工班第01期,臺南市中西區觀亭街76號,2022/04/16,2022/05/16,在職
房地產行銷實戰班第02期,臺南市永康區中山東路430號,2022/04/15,2022/06/26,在職
內部講師簡報班第01期,臺南市善化區成功路2號,2022/04/15,2022/05/15,在職
皮雕工藝技術培訓班 第01期,臺南市,2022/04/15,2022/05/24,職前
AutoCAD繪圖實務班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/04/14,2022/05/14,在職
電機設備控制與故障檢測班第02期,臺南市永康區中山路94巷1-3號3樓 (B3教室),2022/04/14,2022/05/14,在職
防火填充認知實務班第02期,臺南市永康區中山東路430號,2022/04/14,2022/05/14,在職
銀髮健康促進人才培訓班第01期,臺南市東區大學路一號（成功大學光復校區工設二館一樓）,2022/04/14,2022/05/14,在職
豐田式結構化問題分析與有效解決班第01期,臺南市東區大學路1號成功大學自強校區,2022/04/14,2022/07/16,在職
內部講師班第02期,臺南市東區崇德路189號2樓,2022/04/14,2022/05/14,在職
三公噸以上固定式起重機操作人員（架空式地面操作）訓練班第01期,臺南市永康區中華路12號11樓之1,2022/04/12,2022/05/12,在職
EXCEL VBA實務應用班第01期,臺南市善化區南科三路26號2樓,2022/04/12,2022/05/12,在職
綠能室內空間設計實務班 第01期,臺南市,2022/04/12,2022/06/21,職前
大數據分析與圖表設計班《本課程採全程遠距視訊教學》 第01期,臺南市,2022/04/12,2022/06/13,職前
泥作創新工法人才培訓班 第01期,臺南市,2022/04/11,2022/07/04,職前
影音廣告創作培訓班 第01期,臺南市,2022/04/11,2022/06/02,職前
辦公室軟體整合應用實務班第01期,臺南市中西區赤嵌街41號2樓,2022/04/09,2022/05/16,在職
自然農法栽植與病蟲害管理實務班第01期,臺南市東區長榮路１段225號B1,2022/04/09,2022/06/06,在職
Solidworks 電腦輔助工業繪圖基礎班第01期,臺南市北區成功路2號2樓之2,2022/04/08,2022/05/08,在職
手機短影音拍攝剪輯與行銷班第01期,臺南市東區中華東路３段18號2樓,2022/04/08,2022/05/08,在職
SketchUp室內設計班第01期,臺南市東區中華東路３段18號3樓3A教室,2022/04/08,2022/05/08,在職
機車檢測修護實務班第01期,臺南市南區南門路261號,2022/04/08,2022/05/08,在職
農產品行銷經營班 第01期,臺南市,2022/04/08,2022/05/24,職前
社群媒體行銷人員培訓班 第01期,臺南市,2022/04/08,2022/05/12,職前
IPMA國際專案管理實務應用實戰班第01期,臺南市永康區崑大路195號,2022/04/07,2022/05/07,在職
改良式傳統旗袍縫製班第01期,臺南市南區建南路178號3F/4F,2022/04/07,2022/05/07,在職
塑膠模具與射出成型技術應用訓練班第01期,臺南市永康區中華路425號22樓之2,2022/04/07,2022/05/07,在職
美容人才培訓班(新住民專班) 第01期,臺南市,2022/04/07,2022/07/14,職前
行動快剪培訓班(原住民專班)(獎勵計畫) 第01期,臺南市,2022/04/07,2022/05/20,職前
銀髮芳療調理培訓班 第01期,臺南市,2022/04/06,2022/09/01,職前
美睫美甲造型訓練班 第01期,臺南市,2022/04/06,2022/07/28,職前
全方位整體造型設計進階班第01期,臺南市永康區中華路349號11樓之2,2022/04/05,2022/05/05,在職
土地開發效益與發展商機實務班第01期,臺南市中西區民族路２段76-10號5樓之3,2022/04/05,2022/05/05,在職
Solidworks機構設計繪圖班第01期,臺南市東區長榮路１段225號B1,2022/04/04,2022/07/23,在職
土地登記專業訓練班第01期,臺南市中西區民族路２段76-10號5樓之3,2022/04/04,2022/05/04,在職
精油經絡按摩保健養生班第01期,臺南市中西區府前路１段88號9樓,2022/04/03,2022/05/03,在職
稅務財經及信託規劃實務專業訓練班第01期,臺南市南區南門路261號2樓,2022/04/03,2022/05/03,在職
乙炔熔接作業人員訓練班第01期,臺南市永康區中華路12號11樓之1,2022/04/03,2022/05/03,在職
丁種職業安全衛生業務主管與急救人員安全衛生教育訓練班第01期,臺南市永康區中華路425號22樓之2,2022/04/03,2022/05/03,在職
芳香保健足體舒壓班 第01期,臺南市,2022/04/03,2022/05/16,職前
不動產經紀人民法實務班第03期,臺南市永康區中山東路430號,2022/04/02,2022/05/16,在職
仿真手藝創作行銷班 第01期,臺南市,2022/03/31,2022/04/29,職前
調酒技能學士學分班第04期,臺南市東區長榮路１段225號B1,2022/03/30,2022/05/14,在職
財務管理入門實務班第01期,臺南市安南區塩田路361號,2022/03/30,2022/04/30,在職
Excel VBA大數據資料分析自動化設計班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/03/30,2022/04/30,在職
金銀珠寶首飾加工班第01期,臺南市永康區中正路529號,2022/03/30,2022/04/30,在職
專業月子餐暨月嫂服務培訓班 第01期,臺南市,2022/03/30,2022/05/09,職前
布藝編織皮革手工縫製班(融合式專班) 第01期,臺南市,2022/03/29,2022/04/25,職前
PowerPoint多媒體簡報實作班第01期,臺南市永康區中山東路430號,2022/03/27,2022/06/08,在職
到府坐月子服務培訓班(中高齡專班)(獎勵計畫) 第01期,臺南市,2022/03/27,2022/05/11,職前
中式料理訓練班 第01期,臺南市,2022/03/27,2022/08/03,職前
坐月子服務人員技能訓練班 第01期,臺南市,2022/03/27,2022/07/28,職前
手縫創意各式口金包設計班第01期,臺南市東區自由路１段187號,2022/03/26,2022/04/26,在職
有機農業栽培管理實務班第01期,臺南市東區東門路３段253號5樓之1,2022/03/26,2022/06/21,在職
照服員Google行動辦公室應用暨顧客管理實務班第02期,臺南市永康區中山東路430號4樓4B教室,2022/03/26,2022/08/11,在職
生活皮件應用班第01期,臺南市中西區大埔街50號2樓,2022/03/25,2022/04/25,在職
心智圖法創新思考與工作管理實務應用班第01期,臺南市東區大學路1號(國立成功大學力行校區),2022/03/24,2022/04/24,在職
多媒材婚物設計實務班第01期,臺南市新化區中正路506號7樓,2022/03/24,2022/04/24,在職
勞動法令管理實務應用班第01期,臺南市永康區中華路425號22樓之2,2022/03/24,2022/05/22,在職
健康促進運動實務班第01期,臺南市東區崇德路189號2樓,2022/03/24,2022/04/24,在職
醫療器材法規實務策略解析A班第05期,臺南市永康區中山東路430號,2022/03/23,2022/05/14,在職
生產與製造現場管理實務訓練班第01期,臺南市永康區中華路425號22樓之2,2022/03/23,2022/04/23,在職
婚慶點心飲品製作班第03期,臺南市新化區中正路506號7樓,2022/03/23,2022/04/23,在職
不動產土地登記暨土地法規訓練班第01期,臺南市東區林森路２段79號,2022/03/21,2022/04/21,在職
Excel效率翻倍應用班第01期,臺南市中西區西門路２段48號1樓,2022/03/21,2022/05/26,在職
從古老經典易經出發學習現代溝通管理班第01期,臺南市善化區成功路2號,2022/03/21,2022/04/11,在職
建築經營管理實務班第01期,臺南市永康區中山東路430號3樓3B教室,2022/03/20,2022/06/15,在職
職災爭議處理及勞基法工資工時實務班第01期,臺南市南區南門路261號2樓,2022/03/20,2022/04/20,在職
證券市場理論與實務學士學分班第01期,臺南市永康區南台街一號,2022/03/20,2022/04/20,在職
手機商品攝影修圖與海報製作班第01期,臺南市永康區崑大路195號,2022/03/19,2022/04/19,在職
職業安全衛生管理員訓練班第01期,臺南市中西區大埔街52號,2022/03/19,2022/04/19,在職
美睫美容技能實務班第01期,臺南市安平區華平路417號4樓,2022/03/19,2022/04/19,在職
不動產經紀營業員訓練A班第01期,臺南市安平區永華路２段248號8樓之2,2022/03/18,2022/04/18,在職
食品安全管制系統基礎訓練班第01期,臺南市仁德區二仁路１段60號,2022/03/18,2022/04/18,在職
共有不動產處分與分割實務班第01期,臺南市中西區民族路二段76-10號5樓之3,2022/03/17,2022/04/17,在職
男子快剪理燙染髮實務班第01期,臺南市新市區中華路49號,2022/03/17,2022/04/17,在職
勞動法令與勞資爭議處理實務班第01期,臺南市北區小東路25號,2022/03/17,2022/06/19,在職
行銷公關暨專業管理班第01期,臺南市新化區中正路506號7樓,2022/03/17,2022/04/17,在職
證券交易市場分析人員訓練班第01期,臺南市安平區華平路417號4樓,2022/03/16,2022/05/28,在職
芳香精油調製實務班第01期,臺南市中西區府前路１段88號九樓,2022/03/16,2022/04/16,在職
坐月子專業人員進階班第02期,臺南市仁德區文華一街,2022/03/16,2022/04/16,在職
ISO45001職業安全衛生管理系統實務班第01期,臺南市北區小東路25號,2022/03/16,2022/04/16,在職
男女快剪玩色實務班第03期,臺南市新化區中正路506號7樓,2022/03/16,2022/04/16,在職
防爆系統認知實務班第02期,臺南市永康區中山東路430號,2022/03/16,2022/04/16,在職
綠建築景觀設計實務班第01期,臺南市東區長榮路１段225號B1,2022/03/16,2022/08/06,在職
人資管理基礎培訓班第01期,臺南市東區大學路1號成功大學自強校區,2022/03/16,2022/04/23,在職
寶石翡翠鑑定實務班第01期,臺南市中西區觀亭街76號,2022/03/15,2022/04/29,在職
GMP品保暨智慧資訊系統人才養成班-第三期,臺南市中西區民族路二段78號,2022/03/15,2022/06/28,青年
府城觀光日語導覽口說訓練班第03期,臺南市永康區中山東路430號3樓3B教室,2022/03/14,2022/06/02,在職
投資理財與保險服務整合行銷應用班第01期,臺南市南區南門路261號2樓,2022/03/14,2022/04/14,在職
