課程名稱,上課地點,開放報名,開課日期,性質
110年照顧服務員職業訓練 第01期,新竹市,2021/03/15,2021/08/28,職前
電腦影像美編設計(青年專班)(新竹)第01期,(300)新竹市新竹市龍山西路99號,2021/03/05,2021/07/27,青年
110年托育人員職業訓練班 第01期,新竹市,2021/02/25,2021/07/31,職前
110BT04托育人員職業訓練課程 第04期,新竹市,2021/02/25,2021/09/27,職前
110BT03托育人員職業訓練課程 第03期,新竹市,2021/02/25,2021/07/04,職前
智慧專業機械製造人才培訓班,新竹市五福路二段707號,2021/02/21,2021/04/12,青年
照顧服務員訓練F班(新竹市) 第04期,新竹市,2021/02/17,2021/11/16,職前
照顧服務員訓練數位1班(新竹市) 第-期,新竹市,2021/02/17,2021/11/25,職前
照顧服務員訓練E班(新竹市) 第03期,新竹市,2021/02/17,2021/09/29,職前
照顧服務員訓練甲班(新竹市) 第-期,新竹市,2021/02/17,2021/10/23,職前
照顧服務員訓練C班(新竹市) 第02期,新竹市,2021/02/17,2021/09/30,職前
國際企業經營班二年期日語組,新竹市新竹市,2021/01/05,2021/07/12,青年
國際企業經營班一年期經貿實戰組,新竹市新竹市,2021/01/05,2021/07/12,青年
實作導向軟體人才就業培訓專班,新竹市五福路二段707號,2020/11/02,2020/12/28,青年
企業AI實戰培訓班,新竹市香山區五福路二段707號,2020/10/22,2020/12/01,青年
跨境電商國際行銷企劃實務專班,新竹市香山區五福路二段707號,2020/10/21,2020/11/16,青年
離岸風電機電整合工程人才培訓班,新竹市香山區五福路二段707號,2020/10/01,2021/03/01,青年
電腦資料處理數據分析班(青年融合式-新竹市) 第01期,新竹市,2020/09/14,2020/12/21,職前
FPGA 系統晶片設計工程師培訓班,新竹市光復路2段321號,2020/08/24,2020/11/02,青年
時尚美髮設計師培訓班(區域性-新竹市) 第01期,新竹市,2020/08/24,2020/10/05,職前
針車操作技能培訓班(區域性-新竹市) 第01期,新竹市,2020/08/24,2020/10/05,職前
全球行銷企劃人才養成班,新竹市清大南大校區（南大路521號行政大樓3樓1305）、清大校本部（光復路二段101號研發大樓）、參訪巨城,2020/08/15,2020/10/08,青年
大數據資料分析與商業平台佈建人才養成班 第01期,新竹市,2020/07/16,2020/08/06,職前
智慧機械製圖設計人才培訓班 第02期,新竹市,2020/06/23,2020/09/29,職前
電腦影像美編設計（新竹） 第01期,新竹市,2020/06/17,2020/10/19,職前
智慧機械與自動控制培訓班 第02期,新竹市,2020/06/16,2020/08/31,職前
智能機械自動化人才培訓班 第03期,新竹市,2020/06/16,2020/08/12,職前
托育人員專業訓練課程班 第01期,新竹市,2020/06/10,2020/09/10,職前
電腦資料處理應用班(全職類-新竹) 第01期,新竹市,2020/05/30,2020/09/29,職前
經典中華料理廚藝技能培訓班 第01期,新竹市,2020/05/15,2020/07/15,職前
美味家常輕料理廚藝技能培訓班 第01期,新竹市,2020/05/15,2020/07/06,職前
創客工藝與文創商品製作班 第01期,新竹市,2020/05/01,2020/06/29,職前
時尚美髮設計師培訓班 第01期,新竹市,2020/04/23,2020/06/08,職前
托育人員職業訓練班10903 第02期,新竹市,2020/04/20,2020/07/04,職前
坐月子居家服務員訓練班 第01期,新竹市,2020/04/08,2020/05/25,職前
智慧機械與AI技術應用培訓班 第01期,新竹市,2020/04/07,2020/09/01,職前
創新產品設計人才培訓班 第01期,新竹市,2020/04/07,2020/06/16,職前
托育人員專業訓練課程班 第01期,新竹市,2020/03/31,2020/07/04,職前
大數據資料分析師養成班第02期 第02期,新竹市,2020/03/18,2020/05/05,職前
109年托育人員職業訓練班 第01期,新竹市,2020/03/10,2020/08/08,職前
數位轉型人才養成班,新竹市光復路二段101號,2020/03/10,2020/08/24,青年
109年照顧服務員職業訓練在職班 第01期,新竹市,2020/03/07,2020/06/06,職前
托育人員職業訓練班10902 第01期,新竹市,2020/03/06,2020/05/11,職前
照顧服務員訓練E班(新竹市) 第01期,新竹市,2020/02/17,2020/10/08,職前
照顧服務員訓練B班(新竹市) 第01期,新竹市,2020/02/17,2020/09/15,職前
照顧服務員訓練甲班(新竹市) 第01期,新竹市,2020/02/17,2020/08/22,職前
照顧服務員訓練F班(新竹市) 第01期,新竹市,2020/02/17,2020/08/13,職前
照顧服務員訓練A班(新竹市) 第01期,新竹市,2020/02/17,2020/07/17,職前
照顧服務員訓練D班(新竹市) 第01期,新竹市,2020/02/17,2020/06/08,職前
智慧機器人設計人才培訓班 第01期,新竹市,2020/02/04,2020/04/27,職前
智慧機械與自動控制培訓班 第01期,新竹市,2020/02/04,2020/03/25,職前
大數據資料分析師養成班 第01期,新竹市,2020/01/15,2020/02/17,職前
縫紉技能多元應用班(新住民專班訓練-新竹市) 第01期,新竹市,2020/01/14,2020/03/31,職前
雙程式語言開發培訓班(技術類-新竹市) 第01期,新竹市,2020/01/13,2020/03/31,職前
智慧機械製圖設計人才培訓班 第01期,新竹市,2020/01/01,2020/03/09,職前
托育人員專業職業訓練班BT18 第03期,新竹市,2019/10/08,2019/10/26,職前
資料處理檢測人員培訓班(新竹) 第02期,新竹市,2019/10/03,2019/12/19,職前
品牌商業設計暨電子商務專班 第01期,新竹市,2019/09/18,2019/10/28,職前
美甲門市專業服務人員實務 第01期,新竹市,2019/08/05,2019/09/02,職前
平車拷克打版技能培訓班(新竹地區) 第01期,新竹市,2019/07/22,2019/10/21,職前
時尚美髮設計師訓練班 第02期,新竹市,2019/07/09,2019/09/27,職前
智能機械自動化人才培訓班 第02期,新竹市,2019/07/01,2019/11/18,職前
智能機械自動化人才培訓班 第01期,新竹市,2019/07/01,2019/09/18,職前
時尚美髮設計師培訓班 第01期,新竹市,2019/06/26,2019/07/22,職前
手沖咖啡暨輕食製作實務 第01期,新竹市,2019/05/28,2019/06/18,職前
室內水電配線實務 第01期,新竹市,2019/05/20,2019/06/06,職前
托育人員專業職業訓練班BT14 第02期,新竹市,2019/05/02,2019/07/21,職前
托育人員專業職業訓練班BT13 第01期,新竹市,2019/05/02,2019/06/10,職前
108年托育人員職業訓練班 第01期,新竹市,2019/04/29,2019/06/01,職前
資料科學與大數據分析師養成班 第04期,新竹市,2019/04/25,2019/09/24,職前
資料科學與大數據分析師養成班 第03期,新竹市,2019/04/25,2019/07/09,職前
托育人員專業訓練課程班 第01期,新竹市,2019/04/25,2019/08/01,職前
複合式行動美容班 第01期,新竹市,2019/04/18,2019/08/02,職前
RWD跨平台建置與手機多媒體應用班 第01期,新竹市,2019/04/08,2019/08/05,職前
銀髮族全能服務人員培訓班 第01期,新竹市,2019/04/03,2019/08/26,職前
經典中華料理廚藝技能培訓班 第01期,新竹市,2019/04/01,2019/07/01,職前
時尚美髮設計師培訓班 第01期,新竹市,2019/03/26,2019/05/03,職前
坐月子居家服務員訓練班 第01期,新竹市,2019/03/26,2019/04/29,職前
智慧機械與自動控制培訓班 第01期,新竹市,2019/03/25,2019/07/08,職前
創新產品設計人才培訓班 第01期,新竹市,2019/03/25,2019/06/17,職前
電腦品管資料處理人員培訓班(身心障礙者融合式訓練-桃園市) 第01期,新竹市,2019/03/12,2019/05/13,職前
資料科學與大數據分析師養成班 第02期,新竹市,2019/03/06,2019/04/23,職前
108年照顧服務員職業訓練在職班 第01期,新竹市,2019/03/01,2019/05/18,職前
照顧服務員訓練G班(新竹市) 第06期,新竹市,2019/02/19,2019/10/22,職前
照顧服務員訓練F班(新竹市) 第05期,新竹市,2019/02/19,2019/09/16,職前
照顧服務員訓練E班(新竹市) 第04期,新竹市,2019/02/19,2019/08/07,職前
照顧服務員訓練1班(新竹市) 第01期,新竹市,2019/02/19,2019/06/22,職前
照顧服務員訓練C班(新竹市) 第03期,新竹市,2019/02/19,2019/05/02,職前
照顧服務員訓練B班(新竹市) 第02期,新竹市,2019/02/19,2019/03/26,職前
照顧服務員訓練A班(新竹市) 第01期,新竹市,2019/02/19,2019/03/13,職前
資料科學與大數據分析師養成班 第01期,新竹市,2019/01/16,2019/02/11,職前
月子服務管理師職業訓練培訓班-新住民融合式訓練-新竹市縣及苗栗縣 第01期,新竹市,2019/01/15,2019/03/28,職前
手機介面UI/UX設計及響應式網頁內容製作應用班(身心障礙者融合式訓練-新竹市) 第01期,新竹市,2019/01/01,2019/03/28,職前
智慧機器人設計人才培訓班 第02期,新竹市,2018/10/24,2019/02/19,職前
創新智能產品設計人才培訓班 第03期,新竹市,2018/10/24,2019/01/08,職前
中華大學先進製程積體電路佈局工程師人才養成班(一),新竹市新竹市,,2020/03/02,青年
自強積體電路佈局人才養成班,新竹市新竹市,,2020/05/06,青年
中華大學先進製程積體電路佈局工程師人才養成班(二),新竹市新竹市,,2020/07/06,青年
國際企業經營班一年期經貿實戰組,新竹市新竹市,,2020/07/06,青年
國際企業經營班一年期英語組(新竹),新竹市新竹市,,2020/07/06,青年
國際企業經營班二年期德語組,新竹市新竹市,,2020/07/06,青年
國際企業經營班二年期西語組,新竹市新竹市,,2020/07/06,青年
國際企業經營班二年期日語組,新竹市新竹市,,2020/07/06,青年
國際企業經營班二年期英語組(新竹),新竹市新竹市,,2020/07/06,青年
