課程名稱,上課地點,開放報名,開課日期,性質,職業分類
照顧服務員專班- 職前平日班照顧服務員專班- 職前平日班 第02期,桃園市,2022/06/20,2022/09/14,職前,行政與管理
C#程式與AR元宇宙擴增實境應用班第01期,桃園市中壢區中北路200號,2022/06/18,2022/12/05,在職,科技與資訊技術
智慧製造數位轉型與供應鏈管理專業人才養成班,桃園市龜山區萬壽路一段300號,2022/06/17,2022/07/27,青年,行政與管理
快速剪染髮暨助理養成班 第01期,桃園市,2022/06/15,2022/08/12,職前,藝術與設計
靚顏美甲美睫培訓班 第02期,桃園市,2022/06/15,2022/10/31,職前,科技與資訊技術
靚顏美甲美睫培訓班 第01期,桃園市,2022/06/14,2022/08/24,職前,科技與資訊技術
電腦輔助精密機械(幼獅) 第02期,桃園市,2022/06/14,2022/10/19,職前,建築與工程
電腦數值控制機械製造(幼獅) 第02期,桃園市,2022/06/14,2022/10/18,職前,藝術與設計
托育人員職業訓練班-假日職前班（桃園市） 第02期,桃園市,2022/06/13,2022/07/09,職前,行政與管理
烘焙證照輔導就業班 第02期,桃園市,2022/06/13,2022/08/01,職前,餐飲業
數位製造企業資源規劃(ERP)實務班第01期,桃園市桃園區縣府路332號11樓,2022/06/10,2022/07/10,在職,科技與資訊技術
Excel Power BI大數據資料庫應用實務班第01期,桃園市中壢區健行路229號,2022/06/10,2022/07/10,在職,科技與資訊技術
OMRON產業自動化就業專班(產訓合作) 第01期,桃園市,2022/06/10,2022/09/22,職前,建築與工程
電工配線與可程式控制PLC基礎(桃園) 第03期,桃園市,2022/06/08,2022/10/12,職前,建築與工程
桃仁照服新訓111-01 第01期,桃園市,2022/06/06,2022/09/13,職前,行政與管理
Android Kotlin智慧APP開發班第01期,桃園市中壢區中北路200號,2022/06/05,2022/07/19,在職,科技與資訊技術
AutoCAD繪圖與3D列印建模班第01期,桃園市中壢區中北路200號,2022/06/02,2022/07/02,在職,科技與資訊技術
無人機職業飛手飛行實戰班第01期,桃園市中壢區中北路200號,2022/06/02,2022/07/02,在職,建築與工程
大數據視覺圖表設計與分析班第01期,桃園市桃園區復興路180號4樓,2022/06/02,2022/07/02,在職,科技與資訊技術
111照顧服務訓練班 第01期,桃園市,2022/06/01,2022/09/13,職前,行政與管理
照顧服務員訓練 職前平日班 (線上訓練班) 第01期,桃園市,2022/06/01,2022/09/15,職前,行政與管理
物聯網開發與行動裝置應用(Android、Python、Embedded System)(幼獅) 第02期,桃園市,2022/06/01,2022/09/28,職前,科技與資訊技術
綠色科技水電自動控制(桃園) 第02期,桃園市,2022/06/01,2022/10/05,職前,行政與管理
ERP企業資訊系統設計與手機應用(幼獅) 第02期,桃園市,2022/05/31,2022/10/19,職前,科技與資訊技術
ExcelVBA資料應用整合班第04期,桃園市中壢區中山路136號5樓,2022/05/27,2022/06/26,在職,科技與資訊技術
PHP資料庫網站開發應用班第01期,桃園市中壢區中央東路19號2樓,2022/05/26,2022/06/26,在職,科技與資訊技術
Revit建築資訊模型設計班第01期,桃園市中壢區復興路46號12F,2022/05/26,2022/06/26,在職,藝術與設計
美甲日式沙龍凝膠應用設計技能實務班第01期,桃園市桃園區中華路29號4樓,2022/05/26,2022/06/26,在職,科技與資訊技術
SolidWorks機械手臂設計應用實務班第01期,桃園市中壢區健行路229號,2022/05/26,2022/06/26,在職,科技與資訊技術
Python程式與網路爬蟲數據分析班第01期,桃園市中壢區中北路200號,2022/05/26,2022/07/09,在職,科技與資訊技術
鑽石鑑定實務班第01期,桃園市中壢區中央東路88號11樓之1,2022/05/25,2022/06/25,在職,行政與管理
製程改善方法與優化實務班第02期,桃園市桃園區中山路468號7樓,2022/05/25,2022/06/25,在職,行政與管理
保險職能服務爭議案例與法令實務解析班第01期,桃園市桃園區中山北路42號3樓,2022/05/25,2022/06/29,在職,行政與管理
環保創意清潔用品調製班第01期,桃園市桃園區中山北路42號4樓,2022/05/25,2022/06/25,在職,藝術與設計
韓語會話進階班第01期,桃園市桃園區中山路468號7樓,2022/05/25,2022/06/25,在職,科技與資訊技術
BIM建築資訊模型實務班第01期,桃園市中壢區健行路229號,2022/05/25,2022/06/26,在職,建築與工程
活用雲端工具技能實作班第01期,桃園市桃園區民族路55號5樓,2022/05/25,2022/06/25,在職,科技與資訊技術
特定瓦斯器具裝修(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
蛋糕裝飾進階(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,科技與資訊技術
CNC車床實務(週二四夜)第03期,桃園市,2022/05/22,2022/09/13,在職,科技與資訊技術
CNC銑床實務(週二四夜)第03期,桃園市,2022/05/22,2022/09/13,在職,藝術與設計
3D電繪創意生活Maker(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,科技與資訊技術
服裝電腦打版(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,藝術與設計
室內設計AutoCAD電腦繪圖(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,藝術與設計
建築物室內裝修工程管理(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
採購管理認證(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
烘焙餅乾製作(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,餐飲業
冷凍空調實務(週一三夜)第03期,桃園市,2022/05/22,2022/09/12,在職,行政與管理
自來水管配管(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
工業配線基礎(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
堆高機操作(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
人像商品攝影暨電腦影像編輯(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,藝術與設計
工業機器人應用(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,科技與資訊技術
室內配線(週六)第03期,桃園市,2022/05/22,2022/09/17,在職,行政與管理
泰語會話訓練初階班第01期,桃園市桃園區縣府路110號9樓,2022/05/21,2022/06/21,在職,科技與資訊技術
時尚美睫稼接與時尚指甲彩繪班第04期,桃園市中壢區遠東路135號,2022/05/19,2022/06/19,在職,藝術與設計
工業配線與工業控制整合應用(桃園) 第02期,桃園市,2022/05/19,2022/09/21,職前,行政與管理
創新思考心智圖法(Mind Mapping)實務訓練班第01期,桃園市桃園區縣府路332號11樓,2022/05/18,2022/06/18,在職,科技與資訊技術
企業人資必備勞動法應用班第01期,桃園市桃園區民權路6號8樓之10,2022/05/18,2022/06/30,在職,行政與管理
Python程式與數據分析應用班第01期,桃園市中壢區中北路200號,2022/05/18,2022/06/18,在職,科技與資訊技術
PLC自動化可程式控制設計訓練班第01期,桃園市桃園區成功路２段144號,2022/05/18,2022/06/18,在職,科技與資訊技術
ARM Cortex-M TFT程式設計實務班第01期,桃園市中壢區健行路229號,2022/05/18,2022/06/18,在職,科技與資訊技術
AutoCAD與Inventor機械整合設計實務班第01期,桃園市中壢區健行路229號,2022/05/18,2022/07/30,在職,藝術與設計
AI人工智慧自然語言與語音語意辨識開發應用實務班第01期,桃園市中壢區健行路229號,2022/05/17,2022/06/18,在職,科技與資訊技術
CNC車床程式設計實務班第01期,桃園市中壢區健行路229號,2022/05/17,2022/06/25,在職,科技與資訊技術
勞工職災保護法及勞保給付與勞資調解實務班第04期,桃園市桃園區中山北路42號4樓,2022/05/15,2022/06/22,在職,行政與管理
一般手工電銲實務(週二五夜)第03期,桃園市,2022/05/15,2022/09/13,在職,藝術與設計
ERP軟體應用師(SAP Business One 雲服務)(週二四夜)第03期,桃園市,2022/05/15,2022/09/06,在職,科技與資訊技術
SQL語法實務應用(週二四夜)第03期,桃園市,2022/05/15,2022/09/06,在職,科技與資訊技術
智慧型手機程式設計(iOS App)(週二四夜)第03期,桃園市,2022/05/15,2022/09/06,在職,科技與資訊技術
商用英文會話班第01期,桃園市桃園區成功路２段7號,2022/05/14,2022/06/14,在職,藝術與設計
烘焙西點培訓(桃園) 第02期,桃園市,2022/05/12,2022/09/19,職前,餐飲業
電腦輔助機械立體繪圖 (SolidWorks)(北桃園) 第02期,桃園市,2022/05/12,2022/09/13,職前,建築與工程
CQE品質管理工程實務班第01期,桃園市大園區高鐵北路２段147號,2022/05/11,2022/06/11,在職,行政與管理
電路板工程師基礎實務進修班第01期,桃園市大園區高鐵北路二段147號,2022/05/11,2022/06/25,在職,建築與工程
旅遊英語實務班第01期,桃園市中壢區健行路２２９號,2022/05/11,2022/06/11,在職,藝術與設計
不動產經紀人民法與土地法土地稅法班第01期,桃園市中壢區中央東路88號11樓之1,2022/05/11,2022/06/11,在職,行政與管理
Zumba有氧訓練班第03期,桃園市蘆竹區南崁路２段9號3F-1,2022/05/11,2022/06/11,在職,科技與資訊技術
企業勞動法務管理實務與案例解析班第01期,桃園市桃園區復興路98號12樓,2022/05/11,2022/06/25,在職,行政與管理
西式烘焙點心班第01期,桃園市桃園區博愛路221號,2022/05/11,2022/06/11,在職,餐飲業
商業文宣廣告美學設計實務訓練班第01期,桃園市桃園區縣府路110號9樓,2022/05/11,2022/06/11,在職,行政與管理
時尚美睫嫁接設計應用實務班第02期,桃園市桃園區中華路29號4樓,2022/05/10,2022/06/10,在職,科技與資訊技術
Java程式與系統設計(幼獅) 第02期,桃園市,2022/05/10,2022/09/13,職前,科技與資訊技術
冷凍冷藏與空調設備維護班(產訓合作) 第01期,桃園市,2022/05/10,2022/09/15,職前,行政與管理
一般手工電銲操作人員訓練班第01期,桃園市桃園區民族路55號5樓,2022/05/08,2022/06/08,在職,行政與管理
職業衛生管理人員訓練班第04期,桃園市中壢區中央西路２段30號15樓,2022/05/07,2022/06/07,在職,行政與管理
電腦輔助設計CAD與3D列印快速原型RP製作班 第二期,桃園市,2022/05/04,2022/06/13,職前,科技與資訊技術
111年旭登照顧服務員訓練班 第02期,桃園市,2022/05/02,2022/09/20,職前,行政與管理
泰語旅遊會話基礎班第01期,桃園市蘆竹區南崁路265號6樓之6,2022/05/01,2022/05/31,在職,科技與資訊技術
托育人員職前訓練課程 第01期,桃園市,2022/05/01,2022/06/02,職前,行政與管理
半導體製程工程師養成專班(產訓合作) 第01期,桃園市,2022/04/30,2022/08/10,職前,建築與工程
翻模技術應用實作班第01期,桃園市桃園區復興路98號7樓,2022/04/29,2022/05/29,在職,科技與資訊技術
桌遊體驗及遊戲化行銷技巧班第01期,桃園市桃園區經國路242-1號12樓,2022/04/29,2022/05/29,在職,行政與管理
PMP專案管理實務班第01期,桃園市中壢區復興路46號12F,2022/04/29,2022/05/29,在職,行政與管理
藝術指甲彩繪全科班(原住民專班) 第01期,桃園市,2022/04/29,2022/07/06,職前,建築與工程
藝術指甲彩繪全科班(新住民專班) 第01期,桃園市,2022/04/28,2022/07/06,職前,建築與工程
職業安全衛生管理人員訓練班第03期,桃園市中壢區中央西路２段30號15樓,2022/04/28,2022/05/28,在職,行政與管理
電腦繪圖美編實務班 第01期,桃園市,2022/04/28,2022/09/30,職前,藝術與設計
商貿與科技物流實務(桃園) 第02期,桃園市,2022/04/27,2022/09/05,職前,行政與管理
優質內衣車縫師就業班(產訓合作) 第01期,桃園市,2022/04/26,2022/09/01,職前,行政與管理
電腦平面繪圖美編(北桃園) 第02期,桃園市,2022/04/26,2022/08/15,職前,藝術與設計
倉管與堆高機操作(桃園) 第04期,桃園市,2022/04/25,2022/08/01,職前,行政與管理
新多益聽力與閱讀培訓班第01期,桃園市桃園區樹林六街30號2樓201室,2022/04/22,2022/05/22,在職,藝術與設計
商業設計軟體應用實務班第01期,桃園市中壢區健行路229號,2022/04/21,2022/06/11,在職,科技與資訊技術
商用日文會話訓練班第01期,桃園市桃園區縣府路110號9樓,2022/04/21,2022/05/21,在職,行政與管理
商用英文多益實務訓練班第01期,桃園市中壢區中北路200號,2022/04/21,2022/05/21,在職,行政與管理
精油調理保健班第02期,桃園市桃園區永樂街5號,2022/04/21,2022/05/21,在職,行政與管理
大型重型機車保養實務班第01期,桃園市中壢區中華路２段369號1樓,2022/04/21,2022/05/21,在職,行政與管理
民事爭議事項處理研究分析班第01期,桃園市桃園區中山北路４２號４樓,2022/04/18,2022/05/18,在職,行政與管理
職業安全管理人員訓練班第02期,桃園市中壢區中央西路２段30號15樓,2022/04/17,2022/05/17,在職,行政與管理
111年度照顧服務員訓練 第01期,桃園市,2022/04/15,2022/07/26,職前,行政與管理
企業職能導向訓練班第01期,桃園市桃園區民權路6號8樓之10,2022/04/14,2022/05/14,在職,行政與管理
勞動法務管理實務班第01期,桃園市中壢區健行路229號,2022/04/14,2022/05/14,在職,行政與管理
剪髮設計應用班(新住民專班) 第01期,桃園市,2022/04/13,2022/06/30,職前,建築與工程
Android手機程式開發與JAVA網頁設計(幼獅) 第01期,桃園市,2022/04/13,2022/08/16,職前,科技與資訊技術
空間規劃佈置與陽宅堪輿能力導入實務班第03期,桃園市桃園區中山北路36號4樓,2022/04/12,2022/05/12,在職,行政與管理
不動產經紀地政實務班 第01期,桃園市,2022/04/12,2022/06/30,職前,行政與管理
全方位美容諮詢師創業班(新住民專班) 第01期,桃園市,2022/04/12,2022/05/31,職前,建築與工程
姓名屬性分析與人脈關係經營進階班第02期,桃園市桃園區中山北路36號4樓,2022/04/11,2022/05/11,在職,行政與管理
會計基礎及租稅申報實務班第01期,桃園市桃園區民權路6號4樓,2022/04/10,2022/05/10,在職,行政與管理
電腦平面繪圖美編班(青年專班)第01期,(320)桃園市中壢區復興路46號12F,2022/04/10,2022/07/29,青年,建築與工程
室內裝修材料運用管理班第01期,桃園市桃園區自強路133之3號,2022/04/09,2022/05/09,在職,行政與管理
多益題型訓練進階班第01期,桃園市桃園區中山路468號7樓,2022/04/08,2022/05/08,在職,行政與管理
股票及期指操作實戰班第01期,桃園市桃園區中山路468號7樓,2022/04/08,2022/05/08,在職,行政與管理
就業服務職能與勞資法令實務訓練班第01期,桃園市中壢區中央東路 88 號 11F-1(1號教室),2022/04/08,2022/05/08,在職,行政與管理
皮件開方成型進階設計班第01期,桃園市平鎮區義民路193號,2022/04/08,2022/05/08,在職,藝術與設計
Photoshop影像處理實務班第01期,桃園市中壢區復興路46號12F,2022/04/08,2022/05/08,在職,科技與資訊技術
商用英語實務班第01期,桃園市中壢區健行路229號,2022/04/08,2022/05/08,在職,科技與資訊技術
普通機車修護實務進階班第01期,桃園市中壢區中華路２段369號1樓,2022/04/08,2022/05/08,在職,行政與管理
室內裝潢木工實務(桃園) 第02期,桃園市,2022/04/08,2022/08/04,職前,行政與管理
說話魅力與肢體表達班第03期,桃園市中壢區遠東路135號,2022/04/07,2022/05/07,在職,行政與管理
工廠生產品質專業人才實務訓練班第01期,桃園市桃園區縣府路332號11樓,2022/04/07,2022/05/07,在職,行政與管理
職場韓文會話訓練班第01期,桃園市桃園區縣府路110號9樓,2022/04/07,2022/05/07,在職,藝術與設計
肌膚管理班第04期,桃園市桃園區中華路29號4樓,2022/04/07,2022/06/11,在職,行政與管理
木製家具設計實務班第01期,桃園市中壢區健行路229號,2022/04/07,2022/06/26,在職,藝術與設計
投資理財實務班第01期,桃園市中壢區健行路229號,2022/04/07,2022/05/07,在職,行政與管理
實用英文聽力及口說實務班第01期,桃園市中壢區中北路200號,2022/04/06,2022/06/10,在職,行政與管理
摩登舞蹈訓練班第01期,桃園市蘆竹區南崁路２段9號三樓之一,2022/04/06,2022/05/06,在職,科技與資訊技術
製前資料處理助理人員培訓班 第01期,桃園市,2022/04/06,2022/07/04,職前,行政與管理
品牌設計與數位行銷實戰班 第01期,桃園市,2022/04/06,2022/09/30,職前,科技與資訊技術
廣告行銷實務人才培訓班 第01期,桃園市,2022/04/06,2022/05/30,職前,行政與管理
人氣民宿經營管理(桃園) 第02期,桃園市,2022/04/06,2022/08/23,職前,行政與管理
財務資產規劃及保險多元行銷實務班第03期,桃園市桃園區中山北路42號4樓,2022/04/05,2022/05/12,在職,行政與管理
荷重在一公噸以上之堆高機操作人員訓練班第02期,桃園市中壢區中央西路２段30號10樓,2022/04/03,2022/05/03,在職,行政與管理
彩妝美膚技能應用班第01期,桃園市中壢區中山路63號2樓之1,2022/04/03,2022/05/03,在職,行政與管理
烘焙進階手作班第01期,桃園市中壢區龍岡路３段650巷2號,2022/04/01,2022/05/01,在職,餐飲業
倫巴舞蹈訓練班第01期,桃園市蘆竹區南崁路２段9號三樓之一,2022/04/01,2022/05/01,在職,科技與資訊技術
基礎木工與室內裝修工程實務(桃園) 第02期,桃園市,2022/04/01,2022/07/28,職前,行政與管理
職前平日線上班 第01期,桃園市,2022/04/01,2022/07/11,職前,行政與管理
商業會計事務班 第01期,桃園市,2022/04/01,2022/09/21,職前,行政與管理
ExcelVBA資料應用進階班第03期,桃園市中壢區中山路136號5樓,2022/03/30,2022/04/30,在職,科技與資訊技術
新制多益750聽力閱讀解析訓練班第02期,桃園市桃園區復興路98號12樓,2022/03/30,2022/04/30,在職,行政與管理
室內設計與漆藝實務（桃園） 第01期,桃園市,2022/03/30,2022/07/27,職前,藝術與設計
頌缽音頻與經絡導引應用班第03期,桃園市桃園區中山北路36號4樓,2022/03/29,2022/04/29,在職,科技與資訊技術
時尚飲料輕食專業(桃園) 第02期,桃園市,2022/03/27,2022/07/28,職前,餐飲業
網路行銷技巧訓練班第01期,桃園市桃園區縣府路110號9樓,2022/03/25,2022/04/25,在職,行政與管理
經絡調理手技綜合應用班第02期,桃園市桃園區中山北路36號4樓,2022/03/25,2022/04/25,在職,金融與會計
經絡調理實務班第01期,桃園市桃園區民權路6號4樓,2022/03/24,2022/05/22,在職,金融與會計
電腦立體繪圖輔助產品設計(幼獅) 第02期,桃園市,2022/03/24,2022/07/28,職前,科技與資訊技術
勞健保暨勞動法規管理實務班第01期,桃園市桃園區中山路468號7樓,2022/03/23,2022/06/11,在職,行政與管理
創意精緻點心烘焙技能班第01期,桃園市中壢區龍岡路３段650巷2號,2022/03/23,2022/04/23,在職,餐飲業
商務簡報及溝通技巧培訓班第01期,桃園市中壢區中北路200號,2022/03/23,2022/04/23,在職,行政與管理
東洋暨歐式花藝美學創作班第01期,桃園市桃園區中山北路42號4樓,2022/03/23,2022/04/23,在職,藝術與設計
實用日語-N5基礎文法班第01期,桃園市中壢區健行路229號,2022/03/23,2022/04/23,在職,科技與資訊技術
Excel x Power BI商業數據分析視覺化應用班第01期,桃園市桃園區民族路55號5樓,2022/03/23,2022/04/23,在職,科技與資訊技術
新媒體商業行銷整合應用班 第01期,桃園市,2022/03/23,2022/09/30,職前,行政與管理
機車修護實務班 第01期,桃園市,2022/03/23,2022/06/16,職前,行政與管理
商務行政暨多媒體設計班 第01期,桃園市,2022/03/23,2022/09/29,職前,行政與管理
多元會展花藝設計佈置應用班第04期,桃園市桃園區中山北路42號4樓,2022/03/22,2022/04/22,在職,藝術與設計
商業平面設計培力班 第01期,桃園市,2022/03/22,2022/08/29,職前,科技與資訊技術
行政文書暨商業影像設計班 第01期,桃園市,2022/03/22,2022/06/06,職前,行政與管理
吊升荷重在三公噸以上之移動式起重機(伸臂可伸縮式)操作人員訓練班第03期,桃園市中壢區中央西路２段30號10樓,2022/03/19,2022/04/19,在職,行政與管理
重機械(鏟裝機)操作訓練班第01期,桃園市桃園區民族路55號5樓,2022/03/19,2022/04/19,在職,行政與管理
生活日文基礎會話班第02期,桃園市桃園區中山路468號7樓,2022/03/19,2022/04/26,在職,行政與管理
Excel商業管理應用訓練班第01期,桃園市桃園區縣府路332號11樓,2022/03/18,2022/04/18,在職,行政與管理
心智圖與九宮格創新應用實務班第01期,桃園市桃園區民權路6號8樓之10,2022/03/16,2022/04/16,在職,科技與資訊技術
行銷設計與創意策略實作班第01期,桃園市中壢區中北路,2022/03/16,2022/05/07,在職,行政與管理
國際貿易操作人員實務訓練班第01期,桃園市桃園區縣府路110號9樓,2022/03/16,2022/04/16,在職,行政與管理
辦公室雲端軟體實務班 第01期,桃園市,2022/03/14,2022/06/10,職前,行政與管理
衣藝翻新修改初級班第01期,桃園市桃園區中正路1226之6號7樓,2022/03/13,2022/04/13,在職,藝術與設計
多益題型訓練基礎班第01期,桃園市桃園區中山路468號7樓,2022/03/13,2022/04/13,在職,行政與管理
Python 程式設計基礎培訓班第04期,桃園市中壢區遠東路135號,2022/03/13,2022/04/13,在職,科技與資訊技術
多益英文聽力閱讀訓練班第01期,桃園市龜山區文化一路259號2樓,2022/03/12,2022/04/12,在職,藝術與設計
快速剪髮設計應用班第01期,桃園市中壢區吉林路49巷5之3號2樓,2022/03/11,2022/04/11,在職,科技與資訊技術
泰語會話基礎班第01期,桃園市蘆竹區南崁路265號6樓之6,2022/03/11,2022/04/11,在職,科技與資訊技術
商務談判議價與銷售問題解決實務班第01期,桃園市桃園區成功路2段7號4樓,2022/03/10,2022/04/10,在職,行政與管理
Power BI與Python數據分析基礎班第01期,桃園市中壢區中北路200號,2022/03/10,2022/04/17,在職,科技與資訊技術
就業服務與人資人員法令實務班第02期,桃園市桃園區民權路6號4樓,2022/03/10,2022/04/10,在職,行政與管理
砭術鬆筋手技實務班第01期,桃園市桃園區中山北路36號4樓,2022/03/10,2022/04/10,在職,科技與資訊技術
成長型股票與法人操盤研究應用班第01期,桃園市中壢區健行路229號,2022/03/10,2022/04/24,在職,行政與管理
實用泰語及商務用語實務班第01期,桃園市中壢區中北路200號,2022/03/10,2022/04/10,在職,科技與資訊技術
Python大數據分析應用初級班第01期,桃園市中壢區中央東路19號2樓,2022/03/10,2022/04/10,在職,科技與資訊技術
靚顏彩妝造型技能實務A班第01期,桃園市桃園區經國路242-1號12樓,2022/03/10,2022/05/08,在職,科技與資訊技術
草本手工皂精油清潔品調製班第01期,桃園市桃園區永樂街5號,2022/03/10,2022/04/10,在職,藝術與設計
AutoCAD工業設計實務班第01期,桃園市中壢區復興路46號12樓,2022/03/10,2022/04/10,在職,藝術與設計
凝膠藝術美甲手繪設計班第01期,桃園市龍潭區干城路19巷30號,2022/03/10,2022/04/10,在職,藝術與設計
智慧型機器人與圖控整合應用(桃園) 第02期,桃園市,2022/03/10,2022/07/13,職前,科技與資訊技術
平面設計與多媒體應用班 第01期,桃園市,2022/03/10,2022/06/20,職前,科技與資訊技術
實用韓語基礎文法與會話進階班第01期,桃園市中壢區中北路200號,2022/03/09,2022/04/09,在職,科技與資訊技術
晶萃飲調暨咖啡烘焙進階技能班第01期,桃園市平鎮區義民路193號,2022/03/09,2022/04/09,在職,餐飲業
股票趨勢分析實務班第01期,桃園市中壢區健行路229號,2022/03/09,2022/04/23,在職,行政與管理
3D列印設計與成品製造班第01期,桃園市中壢區中央東路19號2樓,2022/03/09,2022/06/19,在職,科技與資訊技術
室內設計AutoCAD電腦繪圖班第01期,桃園市中壢區中北路200號,2022/03/09,2022/04/16,在職,藝術與設計
111年照顧服務員職前訓練乙班(線上班) 第02期,桃園市,2022/03/09,2022/07/20,職前,行政與管理
能源冷凍空調節能(桃園) 第02期,桃園市,2022/03/09,2022/07/07,職前,行政與管理
會計稅務人才培訓班 第01期,桃園市,2022/03/09,2022/06/27,職前,行政與管理
觀光英文會話應用班第01期,桃園市桃園區自強路133之3號,2022/03/08,2022/04/08,在職,藝術與設計
美甲美睫SPA美容班 第01期,桃園市,2022/03/08,2022/06/29,職前,科技與資訊技術
室內設計實務（桃園） 第02期,桃園市,2022/03/08,2022/07/05,職前,藝術與設計
空調機電實務(桃園) 第02期,桃園市,2022/03/08,2022/07/06,職前,行政與管理
智慧節能水電自動控制(桃園) 第02期,桃園市,2022/03/08,2022/07/05,職前,行政與管理
傳統整復推拿初級技術員職能基準單元課程班第01期,桃園市桃園區民權路6號4樓,2022/03/07,2022/04/07,在職,行政與管理
冷氣空調實務(青春展翼青少年專班) (桃園) 第01期,桃園市,2022/03/07,2022/07/11,職前,行政與管理
花藝空間設計與植物手工皂班 第01期,桃園市,2022/03/07,2022/05/16,職前,藝術與設計
勞工職災保護法及勞保給付與勞資調解實務班第02期,桃園市桃園區中山北路42號4樓,2022/03/06,2022/04/06,在職,行政與管理
冷氣空調維護專班(產訓合作) 第01期,桃園市,2022/03/04,2022/07/15,職前,行政與管理
芳香精油與美容師培訓班 第01期,桃園市,2022/03/04,2022/06/21,職前,行政與管理
餐飲烘焙技能培訓班(原住民專班) 第02期,桃園市,2022/03/04,2022/06/22,職前,行政與管理
桃園市照顧服務員專班 第1期,桃園市,2022/03/02,2022/04/11,職前,行政與管理
國際貿易人才培訓班 第01期,桃園市,2022/03/02,2022/05/20,職前,行政與管理
會計稅務人才培訓班 第01期,桃園市,2022/03/02,2022/05/05,職前,行政與管理
工業設計與3D列印整合實務班 第01期,桃園市,2022/03/02,2022/06/20,職前,科技與資訊技術
凝膠彩繪美甲班第01期,桃園市桃園區經國路244號12樓,2022/03/01,2022/04/01,在職,藝術與設計
層次造型上衣與荷葉裙精工縫製班第01期,桃園市桃園區樹林六街30號,2022/03/01,2022/04/01,在職,科技與資訊技術
托育人員職業訓練班-假日職前班（桃園市） 第01期,桃園市,2022/03/01,2022/03/19,職前,行政與管理
111年度照顧服務員訓練線上訓練班 第01期,桃園市,2022/03/01,2022/05/09,職前,行政與管理
ERP企業與財務管理實務班 第01期,桃園市,2022/03/01,2022/06/21,職前,行政與管理
照顧服務員訓練專班 第01期,桃園市,2022/03/01,2022/05/02,職前,行政與管理
托育人員職業訓練班-平日職前班(桃園市) 第01期,桃園市,2022/03/01,2022/07/14,職前,行政與管理
商品創意製作(桃園) 第01期,桃園市,2022/03/01,2022/07/28,職前,藝術與設計
視覺創意設計(桃園) 第01期,桃園市,2022/03/01,2022/07/28,職前,藝術與設計
多媒體設計(桃園) 第01期,桃園市,2022/03/01,2022/07/28,職前,藝術與設計
服飾打樣製作(桃園) 第01期,桃園市,2022/03/01,2022/07/26,職前,藝術與設計
電腦輔助設計CAD與3D列印快速原型RP製作班 第三期,桃園市,2022/03/01,2022/08/29,職前,科技與資訊技術
西餐烹調專業班(中壢) 第02期,桃園市,2022/03/01,2022/07/06,職前,餐飲業
時尚美髮技術就業培訓班(產訓合作) 第01期,桃園市,2022/03/01,2022/08/05,職前,行政與管理
服裝樣版設計(桃園) 第02期,桃園市,2022/03/01,2022/07/26,職前,藝術與設計
銲接實務（手工電銲、氬銲與CO2銲接）(幼獅) 第02期,桃園市,2022/03/01,2022/07/05,職前,科技與資訊技術
會展英文會話基礎班第01期,桃園市中壢區中央東路88號11樓,2022/02/28,2022/03/31,在職,藝術與設計
異國料理與大廚名菜實作班第01期,桃園市中壢區龍岡路３段650巷2號,2022/02/27,2022/03/27,在職,餐飲業
中式麵食加工發麵類技能班第01期,桃園市中壢區龍岡路３段650巷2號,2022/02/26,2022/03/26,在職,藝術與設計
複合式餐飲實務班 第01期,桃園市,2022/02/26,2022/06/20,職前,行政與管理
倉管與堆高機操作(桃園) 第03期,桃園市,2022/02/26,2022/05/23,職前,行政與管理
全齡芳療網路社群行銷技能實務班第01期,桃園市中壢區東興街111號3樓,2022/02/25,2022/04/01,在職,行政與管理
托育人員職業訓練班-平日職前班（桃園市） 第01期,桃園市,2022/02/25,2022/04/13,職前,行政與管理
肌力訓練與滾筒筋膜放鬆實務B班第04期,桃園市桃園區中山北路42號3樓,2022/02/24,2022/03/24,在職,行政與管理
Excel應用初階班第02期,桃園市中壢區萬能路1號,2022/02/24,2022/03/24,在職,科技與資訊技術
產業機電控制(桃園) 第01期,桃園市,2022/02/24,2022/06/20,職前,行政與管理
111年照顧服務員專班 第01期,桃園市,2022/02/23,2022/06/06,職前,行政與管理
111年照顧服務員專班 第02期,桃園市,2022/02/23,2022/10/17,職前,行政與管理
吊升荷重在三公噸以上固定式起重機(架空式-地面操作)操作人員訓練班第01期,桃園市桃園區民族路55號5樓,2022/02/22,2022/03/22,在職,行政與管理
多益聽力閱讀基礎班第03期,桃園市桃園區成功路２段7號,2022/02/22,2022/03/22,在職,藝術與設計
